order_item_id,order_id,product_id,quantity
423,9547,341,3
424,1652,201,2
425,567,761,3
426,1103,360,3
427,1578,596,4
428,3411,676,3
429,1798,943,1
430,425,611,4
431,8158,317,3
432,1758,689,2
433,7027,235,4
434,5825,752,1
435,5492,752,1
436,4126,67,4
437,3889,509,2
438,2305,243,3
439,2201,430,4
440,8231,806,4
441,648,727,2
442,2827,222,1
443,2293,529,1
444,7232,65,2
445,5789,968,3
446,7261,760,3
447,2278,978,1
448,1157,925,2
449,7230,768,3
450,9525,434,2
451,8160,913,2
452,1153,90,3
453,9935,862,2
454,3910,108,1
455,8767,516,4
456,2654,998,2
457,883,837,4
458,5478,801,3
459,432,28,2
460,8726,98,1
461,3989,722,4
462,4880,561,3
463,1519,694,1
464,730,133,1
465,8206,157,3
466,1242,724,3
467,389,558,1
468,7336,47,2
469,8484,269,4
470,1027,435,4
471,8732,457,2
472,3011,778,1
473,4613,582,4
474,177,215,2
475,338,287,2
476,5102,681,4
477,4192,219,2
478,5027,313,2
479,1712,45,4
480,5919,68,1
481,341,302,4
482,32,68,1
483,4789,114,2
484,1999,241,3
485,6003,342,4
486,9359,311,2
487,776,739,4
488,2405,702,2
489,3802,612,3
490,6935,774,4
491,2138,673,1
492,8014,387,1
493,8565,820,4
494,9073,928,4
495,8047,434,4
496,7176,940,3
497,1042,223,4
498,7614,673,1
499,2111,809,2
500,9937,550,1
501,8734,995,2
502,7479,659,2
503,684,285,4
504,3684,40,3
505,5919,120,3
506,5228,350,4
507,8353,828,1
508,7476,849,2
509,4597,117,1
510,8170,985,4
511,5107,746,1
512,4063,642,1
513,5699,898,4
514,5227,523,3
515,3158,929,1
516,8837,653,3
517,3907,678,4
518,2298,34,3
519,4570,848,3
520,9846,196,2
521,9561,188,4
522,1330,691,3
523,4124,32,4
524,3734,529,3
525,6890,918,4
526,139,144,1
527,7672,987,1
528,5819,202,4
529,9158,673,3
530,3046,57,3
531,5883,699,3
532,5515,774,2
533,5237,274,3
534,591,461,4
535,7472,480,2
536,2219,999,1
537,513,759,1
538,7464,799,2
539,150,948,3
540,355,788,3
541,8102,779,1
542,2045,802,2
543,4835,413,1
544,7268,376,4
545,8806,710,1
546,4580,98,1
547,5090,566,4
548,6699,496,1
549,8550,429,3
550,4480,153,4
551,2066,789,3
552,4926,844,4
553,972,713,3
554,9224,562,4
555,7701,85,1
556,257,121,4
557,7639,798,1
558,3784,249,2
559,5347,475,1
560,4674,676,3
561,3673,805,1
562,7596,251,2
563,5046,861,4
564,6933,792,4
565,4201,616,1
566,3503,655,1
567,4273,818,2
568,8412,104,4
569,7247,640,2
570,4279,414,2
571,4647,479,1
572,4629,876,1
573,1725,952,2
574,970,96,4
575,4726,251,2
576,4055,86,3
577,5854,706,4
578,6089,100,1
579,2721,475,3
580,9744,83,4
581,932,23,2
582,4444,248,4
583,4437,203,2
584,5802,910,4
585,7685,304,1
586,5417,216,4
587,2263,323,1
588,2537,211,1
589,1197,842,3
590,4225,112,1
591,1861,607,1
592,2253,29,4
593,190,501,1
594,4061,755,4
595,9553,209,1
596,542,370,2
597,2893,78,3
598,4339,168,4
599,7172,670,2
600,5989,836,2
601,9184,272,2
602,5177,794,4
603,1965,127,4
604,1781,987,3
605,9354,733,3
606,4426,753,2
607,6769,812,1
608,8749,282,3
609,5155,215,4
610,5190,549,2
611,6578,543,2
612,6042,62,1
613,4419,872,3
614,515,188,2
615,2189,200,3
616,9096,380,2
617,5699,524,1
618,3380,972,3
619,2809,521,1
620,5507,29,4
621,5180,47,4
622,8331,91,4
623,3471,370,3
624,4829,934,2
625,5868,186,3
626,7756,505,4
627,7905,260,3
628,4481,580,4
629,4335,814,2
630,556,314,4
631,4626,827,1
632,800,446,1
633,6333,582,2
634,6393,305,4
635,2063,984,4
636,5967,826,3
637,3407,509,4
638,9728,234,3
639,4756,669,4
640,340,597,1
641,2290,125,1
642,4165,25,4
643,2575,881,3
644,4150,830,3
645,3246,618,4
646,714,95,4
647,991,588,2
648,2316,863,3
649,7680,32,4
650,9236,147,4
651,2230,370,1
652,7814,304,2
653,2038,703,4
654,931,223,2
655,6091,61,2
656,9577,305,2
657,9790,521,3
658,4382,961,2
659,7536,571,3
660,2545,703,2
661,7003,93,4
662,9692,933,3
663,9338,425,3
664,5508,949,3
665,9905,716,3
666,5801,863,4
667,8308,897,1
668,2840,460,2
669,1790,505,3
670,2355,450,1
671,8669,235,2
672,2377,955,3
673,388,166,2
674,9826,989,2
675,6458,884,2
676,7796,397,1
677,7564,419,3
678,499,785,3
679,663,285,4
680,5511,680,3
681,1627,83,2
682,9052,387,2
683,8269,82,1
684,261,359,1
685,2226,725,2
686,8715,736,2
687,621,489,3
688,5547,602,3
689,2781,813,2
690,7248,799,4
691,8035,494,3
692,2992,212,2
693,5216,716,3
694,3556,933,2
695,7485,199,2
696,7217,533,2
697,9961,429,2
698,1308,845,3
699,1962,43,1
700,2261,389,1
701,8024,452,2
702,1110,264,2
703,4119,977,4
704,9327,683,4
705,5625,222,4
706,1119,370,3
707,7806,255,1
708,432,365,2
709,71,574,2
710,1074,570,4
711,3637,32,3
712,848,488,2
713,3817,479,4
714,3732,108,2
715,7805,198,3
716,1404,760,3
717,8474,349,1
718,2620,701,4
719,6114,622,1
720,8610,153,4
721,8915,734,1
722,5,623,1
723,7735,155,2
724,451,575,4
725,1400,893,2
726,1987,535,3
727,5689,185,2
728,9769,659,3
729,9343,424,1
730,2153,241,2
731,1236,833,3
732,8456,739,4
733,5748,118,4
734,5911,457,1
735,3240,172,2
736,226,839,1
737,7110,885,1
738,9913,290,1
739,7617,345,1
740,2774,978,3
741,1995,970,2
742,394,49,4
743,8409,641,4
744,8088,666,3
745,8449,718,4
746,5318,349,3
747,81,602,3
748,9422,772,1
749,4976,344,1
750,4861,634,4
751,2884,923,2
752,6404,423,3
753,6445,132,4
754,2917,514,4
755,5557,107,1
756,4720,786,2
757,645,316,2
758,9068,277,3
759,754,699,3
760,6576,150,1
761,7979,898,4
762,4273,679,2
763,4848,620,2
764,9405,926,3
765,1747,436,4
766,7359,263,1
767,7236,570,4
768,9235,524,3
769,8732,323,4
770,4436,636,1
771,1410,56,4
772,7156,469,2
773,7026,297,1
774,8258,459,2
775,9488,461,3
776,3550,466,4
777,859,75,2
778,4567,589,2
779,1795,442,3
780,5839,693,2
781,4239,253,4
782,8956,15,3
783,7216,3,3
784,644,495,2
785,6374,353,1
786,8339,859,4
787,6116,404,2
788,7080,922,2
789,823,854,2
790,2606,481,2
791,5609,795,4
792,1931,145,3
793,6380,913,4
794,3025,75,2
795,4083,5,1
796,9054,800,3
797,7502,676,3
798,9618,118,3
799,3836,146,3
800,2976,349,4
801,6237,21,1
802,9509,553,1
803,5467,939,4
804,8810,218,4
805,9925,48,2
806,506,208,3
807,1199,841,2
808,6647,347,2
809,2049,603,3
810,7106,750,3
811,9865,880,4
812,7229,836,1
813,8165,821,1
814,6983,46,1
815,8172,279,4
816,1628,852,3
817,3926,254,4
818,515,53,3
819,9688,82,4
820,5061,914,3
821,3228,397,4
822,1351,677,4
823,3906,516,4
824,7155,191,1
825,5862,914,4
826,8025,820,3
827,102,757,3
828,4178,996,3
829,8219,448,4
830,1998,537,2
831,4760,779,4
832,5040,69,3
833,2791,501,3
834,3832,643,1
835,4108,112,4
836,2837,429,2
837,4231,703,2
838,1347,649,2
839,2235,210,2
840,9442,891,2
841,2010,322,1
842,235,473,1
843,3468,882,2
844,111,297,3
845,8380,265,3
846,6880,465,4
847,1165,373,3
848,1810,752,4
849,6224,400,1
850,4862,324,4
851,8980,604,2
852,9450,87,1
853,6585,703,3
854,6072,451,4
855,8054,943,4
856,6546,955,3
857,7764,737,4
858,6306,411,3
859,7876,997,4
860,768,576,3
861,2060,9,3
862,2289,601,4
863,5093,338,3
864,3032,73,4
865,5960,64,3
866,9392,639,4
867,8671,138,4
868,2353,480,3
869,4901,759,3
870,2323,171,1
871,7064,79,3
872,666,425,2
873,9748,847,4
874,3804,661,4
875,4516,36,1
876,6225,820,4
877,2289,313,4
878,7075,208,1
879,4027,167,1
880,4210,254,1
881,3179,92,2
882,9285,841,2
883,3962,841,1
884,1295,112,1
885,8329,270,1
886,6562,363,3
887,8221,545,3
888,5622,536,4
889,5240,381,2
890,4744,365,2
891,9331,403,1
892,5630,77,3
893,3160,422,4
894,4145,355,4
895,8574,217,3
896,1194,960,4
897,9370,901,2
898,8220,468,1
899,3958,337,3
900,6512,979,4
901,7079,997,2
902,3332,828,3
903,8802,448,3
904,1119,476,2
905,5358,968,4
906,753,710,1
907,9831,630,1
908,7081,133,3
909,6957,957,3
910,7710,432,2
911,9698,201,4
912,8793,291,2
913,7072,538,3
914,1916,497,4
915,3134,445,4
916,9251,745,1
917,1483,833,1
918,2149,671,4
919,1263,622,1
920,5126,877,2
921,148,193,4
922,2603,104,2
923,2035,795,3
924,1233,586,1
925,4490,921,3
926,6271,176,3
927,4435,428,2
928,2466,37,1
929,6402,345,4
930,6686,223,2
931,9858,218,3
932,598,535,2
933,4718,194,2
934,6280,132,3
935,3942,690,1
936,4531,15,2
937,880,659,4
938,5143,321,3
939,1074,689,3
940,2616,63,2
941,4639,542,3
942,3107,772,3
943,808,500,3
944,6047,15,2
945,4043,965,2
946,8446,56,4
947,401,144,3
948,4421,5,3
949,3314,89,1
950,198,480,4
951,1577,686,2
952,3861,694,3
953,3958,962,2
954,8012,487,2
955,8021,447,3
956,5623,264,4
957,6519,67,4
958,2086,455,3
959,7796,970,2
960,5531,329,3
961,9133,949,1
962,4721,480,1
963,2945,931,4
964,6657,439,1
965,5564,913,2
966,9505,223,2
967,9949,273,2
968,7581,725,1
969,2275,985,1
970,5665,61,1
971,3403,906,3
972,3647,652,2
973,9329,52,4
974,2583,484,3
975,8262,186,3
976,7315,485,2
977,3527,722,1
978,2157,618,1
979,3622,461,1
980,9839,113,2
981,7236,355,2
982,9296,714,3
983,5162,474,1
984,4716,822,2
985,1381,809,1
986,6905,963,2
987,2905,35,4
988,5329,613,1
989,752,4,3
990,4120,195,4
991,4116,898,2
992,6428,274,3
993,4113,216,2
994,9232,828,4
995,9638,96,3
996,2415,161,1
997,924,475,2
998,2706,942,4
999,6521,736,2
1000,5229,161,4
1001,8334,49,4
1002,8936,328,4
1003,1744,58,2
1004,3087,554,3
1005,3573,41,1
1006,715,603,1
1007,983,682,4
1008,3469,650,2
1009,5606,527,4
1010,7797,955,4
1011,5419,291,4
1012,6057,565,4
1013,1976,491,2
1014,9057,674,3
1015,7578,670,1
1016,3954,297,3
1017,6901,654,2
1018,3609,189,3
1019,6203,363,4
1020,8657,292,1
1021,5476,304,4
1022,3289,341,1
1023,7628,321,4
1024,3343,322,1
1025,8433,376,1
1026,8188,406,4
1027,5882,721,3
1028,9502,419,3
1029,6748,13,1
1030,3747,723,2
1031,7336,762,3
1032,2515,187,4
1033,4458,529,3
1034,2289,91,1
1035,9240,164,2
1036,2096,334,1
1037,4352,347,3
1038,7864,940,3
1039,3244,465,2
1040,3766,497,4
1041,6771,47,3
1042,1149,292,2
1043,7040,315,2
1044,941,190,4
1045,758,559,1
1046,3616,810,4
1047,2544,184,2
1048,1997,17,2
1049,5927,654,2
1050,5102,914,2
1051,9931,157,2
1052,9951,654,3
1053,540,90,3
1054,9303,404,2
1055,9126,267,1
1056,7551,825,4
1057,9694,830,3
1058,3247,618,1
1059,8942,480,2
1060,4818,770,4
1061,6601,469,1
1062,825,974,4
1063,8287,160,3
1064,4972,409,4
1065,6425,387,3
1066,9208,228,4
1067,80,697,3
1068,3447,531,4
1069,8284,163,3
1070,269,543,3
1071,5496,594,2
1072,5476,807,4
1073,2707,585,4
1074,3021,387,4
1075,9267,769,2
1076,3453,827,2
1077,5365,459,2
1078,7993,251,3
1079,6765,944,2
1080,7760,985,1
1081,4432,479,2
1082,3153,800,2
1083,4151,654,3
1084,7053,427,4
1085,1727,48,3
1086,1641,960,3
1087,9823,747,4
1088,1425,560,1
1089,6201,891,4
1090,2766,515,4
1091,8519,713,4
1092,2776,279,3
1093,9898,916,3
1094,312,773,2
1095,5902,86,4
1096,5309,428,1
1097,3761,684,3
1098,4475,49,2
1099,3856,890,1
1100,8921,254,1
1101,1988,405,2
1102,4389,481,4
1103,9595,70,2
1104,3334,506,4
1105,9871,993,2
1106,9993,565,1
1107,1492,795,2
1108,2621,953,1
1109,1258,395,2
1110,1570,514,3
1111,2956,32,1
1112,2512,247,1
1113,5961,156,2
1114,1200,951,2
1115,3971,834,4
1116,3553,696,1
1117,4770,787,1
1118,9727,567,2
1119,1304,172,4
1120,746,188,2
1121,2003,563,4
1122,7929,192,1
1123,1842,188,3
1124,9903,19,2
1125,1601,680,4
1126,7962,651,3
1127,6535,926,1
1128,128,716,1
1129,1724,672,1
1130,7585,386,3
1131,3483,841,2
1132,4818,871,3
1133,8677,245,3
1134,3584,803,4
1135,1864,382,1
1136,5122,292,4
1137,4989,446,1
1138,1861,477,1
1139,9052,464,1
1140,2186,495,2
1141,8734,991,2
1142,544,865,3
1143,873,48,2
1144,8515,10,2
1145,4638,643,1
1146,2929,858,2
1147,2749,116,4
1148,207,26,3
1149,9836,892,2
1150,2916,272,1
1151,8952,240,2
1152,5740,192,4
1153,6298,165,3
1154,2418,672,1
1155,2688,91,2
1156,1831,102,4
1157,7657,578,3
1158,4754,170,2
1159,2744,912,4
1160,8096,696,1
1161,1664,768,1
1162,6569,457,1
1163,1851,823,4
1164,7673,814,4
1165,2224,976,1
1166,2942,328,1
1167,5458,194,4
1168,4204,773,2
1169,7083,454,2
1170,258,175,2
1171,669,630,3
1172,1371,495,3
1173,3420,657,1
1174,4636,969,1
1175,5915,811,2
1176,1272,623,3
1177,1217,63,3
1178,451,459,3
1179,5239,3,3
1180,8222,328,2
1181,8975,299,4
1182,8019,458,1
1183,3813,801,4
1184,8261,257,4
1185,7407,625,4
1186,812,752,1
1187,9161,671,2
1188,389,667,4
1189,6435,280,3
1190,661,348,2
1191,5275,336,1
1192,1380,510,2
1193,7240,172,4
1194,9748,454,2
1195,2254,562,2
1196,9253,27,1
1197,8965,930,2
1198,2138,12,3
1199,1769,93,2
1200,1036,847,2
1201,4189,29,4
1202,3203,871,4
1203,8752,32,1
1204,9774,41,3
1205,483,184,3
1206,680,411,3
1207,1053,68,4
1208,4476,877,4
1209,1273,737,1
1210,7552,51,4
1211,4449,554,3
1212,7208,581,4
1213,8360,570,4
1214,3199,646,1
1215,2680,916,3
1216,918,459,1
1217,5045,650,3
1218,8897,702,1
1219,4038,556,1
1220,9463,64,1
1221,1636,772,3
1222,5494,716,4
1223,8190,815,4
1224,7615,450,4
1225,1167,599,3
1226,2118,275,4
1227,475,99,4
1228,640,582,2
1229,1550,461,4
1230,5021,340,1
1231,7917,891,4
1232,658,133,2
1233,3370,569,1
1234,4122,721,3
1235,3769,313,4
1236,8271,895,2
1237,7216,472,2
1238,5286,883,2
1239,2438,61,3
1240,9635,660,2
1241,8719,275,4
1242,3863,370,4
1243,2862,470,2
1244,9957,898,2
1245,3522,644,3
1246,7744,914,1
1247,2678,717,3
1248,492,916,2
1249,9427,516,4
1250,6942,201,3
1251,6294,294,3
1252,4368,139,4
1253,4071,600,2
1254,5229,741,4
1255,5683,135,2
1256,9877,80,4
1257,7438,415,2
1258,2549,485,2
1259,5464,997,2
1260,3845,878,3
1261,49,962,4
1262,2590,58,1
1263,6735,435,2
1264,4028,277,1
1265,1912,269,2
1266,1506,384,4
1267,3216,262,3
1268,2901,996,4
1269,3470,411,2
1270,8654,570,4
1271,2982,909,2
1272,3195,374,4
1273,527,291,3
1274,4364,373,3
1275,1921,758,3
1276,3333,278,3
1277,2414,87,1
1278,1725,479,3
1279,4345,911,3
1280,4801,582,3
1281,7833,657,3
1282,2732,784,1
1283,9081,545,3
1284,2944,877,3
1285,6203,244,1
1286,6015,77,2
1287,1823,126,4
1288,4475,771,4
1289,2845,924,3
1290,6348,296,2
1291,9612,611,4
1292,2844,260,4
1293,3348,331,2
1294,8656,904,4
1295,6139,784,1
1296,5901,246,1
1297,1002,476,3
1298,1954,268,3
1299,1234,817,2
1300,4555,492,2
1301,3844,50,3
1302,7628,833,2
1303,4262,333,2
1304,1249,27,1
1305,2299,258,4
1306,4913,926,2
1307,7839,548,4
1308,2753,316,2
1309,778,838,1
1310,4402,648,4
1311,218,436,4
1312,9673,399,1
1313,434,387,4
1314,3971,768,4
1315,5072,622,1
1316,2410,819,1
1317,8502,935,4
1318,9794,979,1
1319,6321,347,1
1320,6959,80,3
1321,7173,86,3
1322,9525,10,1
1323,1761,923,2
1324,5218,3,2
1325,3130,84,4
1326,723,2,3
1327,864,192,4
1328,2705,572,4
1329,8380,986,2
1330,2190,116,2
1331,985,568,4
1332,1310,271,3
1333,2311,381,1
1334,7571,634,4
1335,6238,633,4
1336,8279,897,3
1337,2686,34,1
1338,1106,293,1
1339,4560,859,3
1340,2236,264,4
1341,227,658,4
1342,3651,863,4
1343,2779,253,4
1344,1110,736,3
1345,9484,378,2
1346,8501,722,3
1347,9814,726,3
1348,7487,999,3
1349,7710,715,4
1350,3496,917,4
1351,9975,516,2
1352,9717,236,1
1353,5571,322,4
1354,7830,589,4
1355,9844,657,2
1356,6389,455,4
1357,260,481,3
1358,1634,42,3
1359,9612,224,3
1360,8774,106,3
1361,73,791,3
1362,3767,584,1
1363,3873,350,4
1364,417,896,2
1365,8696,365,4
1366,6277,436,1
1367,6868,217,3
1368,5035,693,4
1369,6436,18,4
1370,5352,866,1
1371,2809,90,1
1372,1452,513,3
1373,2123,399,2
1374,2241,389,3
1375,4682,937,1
1376,8625,24,2
1377,4546,354,3
1378,998,514,3
1379,9938,649,2
1380,5270,416,3
1381,3939,345,2
1382,4529,657,2
1383,7711,792,4
1384,9679,339,1
1385,7328,741,4
1386,5940,793,3
1387,7517,918,2
1388,7961,897,3
1389,9178,832,3
1390,2535,339,1
1391,2793,175,3
1392,9025,850,3
1393,6870,469,1
1394,1349,676,4
1395,5319,792,2
1396,2586,873,4
1397,9650,770,2
1398,4486,577,4
1399,5370,899,2
1400,3425,806,4
1401,8133,261,1
1402,2330,62,2
1403,8471,348,3
1404,624,449,1
1405,965,574,3
1406,1470,351,1
1407,2112,290,2
1408,6797,578,3
1409,7697,911,3
1410,3628,858,3
1411,1134,725,2
1412,9966,892,4
1413,6146,723,2
1414,5468,165,3
1415,6836,73,3
1416,2144,741,4
1417,2746,23,3
1418,976,524,3
1419,2306,23,4
1420,4032,210,3
1421,6679,79,1
1422,8638,614,4
1423,8612,508,2
1424,7354,148,2
1425,6266,924,3
1426,9884,915,2
1427,3581,709,1
1428,4700,105,1
1429,7881,88,4
1430,791,252,2
1431,3792,63,3
1432,4783,289,1
1433,8670,666,3
1434,4093,430,4
1435,889,681,2
1436,261,646,2
1437,1429,228,4
1438,9066,554,1
1439,2595,701,1
1440,515,595,2
1441,6808,498,4
1442,8171,963,4
1443,7599,466,2
1444,6817,351,4
1445,6185,319,3
1446,5712,306,3
1447,954,214,3
1448,8262,114,3
1449,4098,207,3
1450,1820,111,1
1451,2290,391,2
1452,9408,323,3
1453,3366,241,1
1454,8805,634,2
1455,3149,708,2
1456,3090,669,1
1457,3372,374,1
1458,5101,998,3
1459,5511,765,1
1460,7611,24,2
1461,6169,257,1
1462,7081,142,4
1463,233,395,4
1464,4612,735,1
1465,5241,648,1
1466,4866,314,4
1467,7160,161,1
1468,6883,983,3
1469,9216,251,3
1470,2226,465,4
1471,4084,56,2
1472,9555,289,1
1473,7157,581,3
1474,7832,941,2
1475,5651,172,1
1476,2584,235,3
1477,8311,635,2
1478,7438,474,1
1479,2635,384,2
1480,8799,271,1
1481,9696,686,3
1482,9886,367,1
1483,6293,695,3
1484,9542,69,3
1485,5138,857,4
1486,4804,306,4
1487,4120,786,3
1488,2366,244,1
1489,495,265,1
1490,6069,174,3
1491,2560,898,4
1492,8119,552,3
1493,5411,262,4
1494,153,807,1
1495,8227,603,4
1496,7997,614,3
1497,739,128,3
1498,6157,463,1
1499,3744,434,4
1500,2348,777,3
1501,729,761,2
1502,8250,715,1
1503,939,817,3
1504,1257,473,4
1505,532,849,4
1506,3954,277,4
1507,703,690,2
1508,1735,424,1
1509,3631,680,3
1510,207,765,4
1511,9625,633,2
1512,1439,395,3
