customer_id,region_id,is_prime,signup_date
285,3,0,2024-06-02
286,3,0,2022-03-02
287,3,0,2022-06-26
288,3,0,2021-11-18
289,1,0,2024-02-05
290,1,0,2021-01-06
291,2,1,2024-11-12
292,3,1,2022-08-20
293,1,0,2022-08-14
294,3,1,2024-12-10
295,2,0,2024-11-08
296,1,1,2024-07-04
297,3,0,2023-05-21
298,1,0,2024-08-19
299,1,1,2021-10-19
300,1,0,2021-12-06
301,2,1,2023-06-19
302,1,1,2024-11-11
303,2,1,2022-07-12
304,3,1,2023-06-16
305,1,0,2023-06-04
306,3,1,2024-05-21
307,2,0,2021-07-07
308,1,0,2024-10-08
309,2,0,2021-12-25
310,2,1,2022-07-24
311,1,1,2024-07-24
312,2,0,2023-08-21
313,2,1,2022-11-14
314,2,0,2021-11-26
315,2,1,2024-11-21
316,2,1,2024-09-18
317,2,0,2023-07-21
318,1,1,2022-06-01
319,2,0,2023-04-08
320,3,0,2024-09-08
321,3,1,2023-04-27
322,1,0,2023-11-28
323,2,1,2024-07-04
324,2,0,2022-02-21
325,2,0,2022-08-13
326,2,1,2021-09-06
327,1,0,2024-12-24
328,1,1,2024-02-03
329,1,1,2021-07-10
330,1,0,2023-08-04
331,1,0,2023-10-18
332,3,1,2023-11-09
333,3,1,2023-05-01
334,2,1,2022-05-15
335,2,0,2023-02-25
336,1,0,2021-05-23
337,2,1,2022-11-28
338,3,1,2021-01-06
339,2,1,2024-04-17
340,3,1,2021-11-01
341,2,1,2022-12-08
342,2,1,2023-07-22
343,2,0,2024-11-29
344,1,1,2022-04-24
345,2,0,2022-10-14
346,3,1,2024-12-15
347,2,1,2024-09-21
348,3,0,2023-10-12
349,1,0,2023-10-26
350,3,1,2021-07-25
351,2,0,2023-12-14
352,2,0,2021-10-23
353,2,0,2021-06-03
354,2,1,2022-11-25
355,3,1,2024-08-23
356,1,1,2024-10-13
357,3,1,2022-10-11
358,3,1,2024-01-14
359,1,0,2022-04-26
360,3,1,2022-04-11
361,3,0,2023-06-08
362,1,0,2023-06-28
363,1,1,2021-03-01
364,1,1,2021-04-25
365,2,1,2023-02-07
366,2,0,2022-05-16
367,3,1,2024-03-05
368,3,0,2021-12-15
369,1,0,2024-06-02
370,2,0,2023-10-17
371,3,0,2022-04-21
372,2,1,2023-07-31
373,2,0,2023-08-11
374,2,0,2021-06-01
375,2,1,2024-04-18
376,2,1,2024-11-14
377,2,1,2022-09-11
378,1,1,2023-09-17
379,1,0,2023-02-21
380,3,1,2024-03-23
381,2,1,2021-02-14
382,3,1,2022-07-17
383,1,0,2024-05-26
384,3,1,2022-08-10
385,1,1,2022-03-25
386,3,0,2024-06-25
387,2,0,2024-07-10
388,1,0,2022-09-25
389,2,0,2024-04-01
390,2,0,2021-07-04
391,2,1,2023-05-01
392,1,0,2021-09-28
393,3,1,2023-12-24
394,3,1,2021-12-03
395,2,1,2022-08-28
396,3,1,2021-08-24
397,2,0,2021-10-16
398,1,1,2024-02-16
399,2,0,2023-03-20
400,1,1,2024-01-04
401,1,1,2023-01-25
402,3,1,2024-04-12
403,2,1,2021-08-10
404,3,0,2023-08-24
405,1,1,2024-06-03
406,1,0,2024-07-25
407,2,1,2024-08-22
408,2,0,2021-10-14
409,1,0,2022-09-16
410,2,0,2021-07-19
411,1,0,2023-03-07
412,2,1,2024-10-05
413,3,1,2024-04-17
414,3,0,2023-04-30
415,3,0,2023-09-30
416,3,1,2022-07-27
417,1,1,2022-03-21
418,2,1,2022-04-29
419,2,0,2024-11-05
420,2,1,2021-05-05
421,2,1,2022-01-24
422,1,1,2021-07-07
423,3,0,2024-08-07
424,3,0,2021-04-14
425,2,0,2021-09-15
426,3,0,2021-05-21
427,3,0,2024-04-15
428,1,0,2022-11-04
429,1,0,2022-07-22
430,1,0,2024-01-12
431,2,0,2021-08-14
432,3,0,2021-09-27
433,1,1,2022-05-03
434,3,1,2021-02-02
435,1,1,2021-04-18
436,1,1,2023-12-14
437,1,0,2023-09-03
438,2,1,2023-11-18
439,3,0,2023-07-15
440,3,0,2024-06-13
441,1,1,2023-07-28
442,3,0,2021-05-05
443,2,1,2023-05-24
444,3,0,2023-10-02
445,3,1,2021-05-31
446,1,1,2024-05-30
447,1,0,2021-09-16
448,2,1,2023-02-20
449,3,1,2023-07-19
450,3,1,2021-07-23
451,3,0,2024-09-02
452,3,0,2023-05-31
453,2,0,2023-04-28
454,2,1,2023-03-28
455,2,0,2022-10-03
456,2,1,2024-09-24
457,2,1,2021-11-09
458,3,1,2021-05-18
459,1,0,2021-07-10
460,2,0,2023-02-03
461,1,0,2024-04-16
462,3,1,2024-10-04
463,1,1,2022-12-26
464,3,1,2021-04-16
465,2,1,2022-12-22
466,1,0,2021-11-13
467,3,1,2022-04-05
468,1,1,2024-02-14
469,2,0,2022-07-25
470,3,0,2023-05-29
471,3,0,2024-06-01
472,3,1,2021-03-01
473,1,1,2024-12-10
474,2,1,2022-12-20
475,1,0,2021-10-21
476,3,1,2021-05-23
477,1,0,2021-07-07
478,3,0,2023-02-10
479,2,1,2022-11-30
480,1,1,2022-10-01
481,3,1,2024-03-08
482,3,0,2021-04-18
483,1,0,2024-06-19
484,1,0,2022-07-12
485,2,1,2023-09-22
486,3,1,2023-04-29
487,2,0,2023-11-16
488,1,1,2023-05-31
489,1,1,2024-10-20
490,3,1,2023-12-16
491,3,1,2021-04-04
492,1,1,2024-05-12
493,1,0,2022-02-23
494,2,0,2021-10-09
495,2,1,2022-11-03
496,1,0,2023-10-16
497,3,1,2021-12-26
498,1,1,2023-12-27
499,3,0,2023-10-22
500,3,1,2021-05-28
501,2,0,2023-06-13
502,1,1,2021-06-09
503,2,1,2024-03-20
504,2,1,2022-08-16
505,1,1,2021-02-12
506,2,0,2024-06-19
507,2,1,2021-06-30
508,2,0,2022-05-14
509,2,1,2023-12-10
510,1,1,2022-09-28
511,3,1,2022-03-30
512,2,0,2021-06-06
513,3,0,2023-12-23
514,3,0,2022-12-17
515,2,0,2022-04-29
516,1,0,2022-06-09
517,1,0,2024-05-18
518,1,0,2021-12-29
519,3,1,2023-08-09
520,3,1,2024-10-26
521,3,1,2024-07-08
522,2,0,2023-06-20
523,1,1,2023-06-25
524,3,1,2022-07-17
525,3,0,2022-12-22
526,3,0,2022-09-28
527,2,1,2021-03-19
528,1,1,2022-08-11
529,1,0,2024-06-13
530,3,1,2023-08-06
531,3,0,2023-07-11
532,3,0,2022-10-21
533,3,1,2023-10-24
534,1,0,2023-07-12
535,1,1,2021-06-22
536,3,0,2021-03-22
537,1,1,2023-06-19
538,3,0,2023-01-16
539,2,1,2023-03-05
540,2,1,2024-10-22
541,3,0,2024-07-16
542,3,1,2021-05-15
543,2,0,2024-02-17
544,3,1,2022-08-05
545,2,0,2022-11-14
546,1,0,2022-12-18
547,2,1,2021-09-22
548,3,0,2022-09-27
549,3,1,2024-08-10
550,2,0,2024-10-04
551,3,0,2024-08-16
552,3,1,2023-11-08
553,2,0,2023-01-13
554,2,0,2022-03-15
555,2,1,2022-01-29
556,1,0,2021-11-14
557,1,1,2021-07-27
558,3,0,2024-09-17
559,2,0,2024-05-08
560,2,0,2021-11-29
561,1,0,2023-06-16
562,1,1,2023-01-17
563,3,0,2023-06-29
564,3,1,2023-07-09
565,1,0,2022-09-26
566,2,0,2023-01-24
567,3,1,2023-08-04
568,2,1,2023-10-27
569,3,1,2021-11-28
570,1,0,2022-05-28
571,1,1,2023-01-31
572,3,0,2024-12-27
573,3,0,2022-08-07
574,1,0,2022-07-13
575,2,0,2023-06-15
576,1,0,2023-07-13
577,2,0,2023-04-30
578,1,1,2023-10-26
579,2,0,2023-03-02
580,1,1,2022-04-05
581,1,1,2021-07-22
582,3,1,2021-10-27
583,1,0,2022-08-11
584,2,0,2024-12-15
585,2,1,2024-06-14
586,1,0,2021-02-08
587,2,0,2021-11-03
588,3,1,2021-08-16
589,2,0,2022-09-09
590,1,0,2022-05-04
591,2,1,2021-05-09
592,1,1,2024-05-07
593,3,0,2024-07-18
594,3,0,2021-10-22
595,2,1,2021-01-04
596,3,1,2022-05-08
597,3,1,2022-01-19
598,3,0,2023-12-09
599,2,0,2023-12-14
600,3,0,2023-03-11
601,2,0,2024-07-25
602,2,1,2022-06-04
603,3,0,2023-01-02
604,1,1,2022-05-09
605,3,0,2024-04-06
606,3,1,2021-10-01
607,1,1,2024-01-24
608,2,0,2024-11-03
609,2,1,2024-07-17
610,1,0,2021-05-10
611,3,1,2021-03-17
612,2,0,2021-03-31
613,1,0,2022-10-09
614,2,1,2024-01-18
615,2,1,2021-03-16
616,3,0,2022-08-09
617,2,0,2024-09-04
618,2,1,2021-09-12
619,2,1,2023-03-31
620,3,1,2023-03-03
621,2,0,2023-10-14
622,3,1,2023-01-23
623,3,1,2021-06-19
624,3,1,2021-06-11
625,2,0,2024-01-23
626,2,1,2021-07-30
627,1,1,2024-09-15
628,2,1,2023-07-03
629,3,1,2021-12-08
630,3,1,2022-12-21
631,2,0,2022-12-24
632,3,1,2022-07-17
633,3,0,2021-06-03
634,3,1,2023-01-15
635,3,0,2021-03-05
636,1,1,2021-03-13
637,1,0,2022-04-29
638,3,1,2023-01-12
639,2,0,2024-05-24
640,1,1,2023-01-30
641,2,1,2021-06-07
642,3,0,2023-12-21
643,2,1,2022-10-06
644,3,1,2022-05-27
645,1,0,2022-01-17
646,2,1,2024-02-25
647,1,1,2022-06-18
648,3,1,2022-03-16
649,3,1,2024-11-22
650,2,0,2021-09-09
651,1,0,2023-07-15
652,1,1,2021-06-29
653,3,1,2024-09-29
654,2,0,2024-02-01
655,3,1,2022-09-07
656,1,0,2023-01-11
657,3,0,2021-09-06
658,1,0,2022-04-30
659,2,0,2023-01-10
660,3,1,2023-08-16
661,3,0,2024-06-07
662,1,0,2022-09-26
663,2,1,2023-12-13
664,2,1,2024-03-23
665,1,0,2022-10-12
666,3,0,2023-07-11
667,2,1,2021-09-20
668,3,0,2021-09-22
669,2,0,2021-09-12
670,3,0,2022-09-15
671,1,0,2022-10-23
672,3,0,2022-12-10
673,3,1,2021-06-11
674,2,0,2024-07-24
675,3,1,2021-09-14
676,3,1,2024-06-12
677,3,0,2023-10-27
678,3,0,2024-04-27
679,3,0,2021-12-17
680,3,1,2024-02-29
681,1,0,2021-06-16
682,1,1,2024-08-26
683,1,1,2024-06-19
684,3,0,2023-10-17
685,3,1,2024-08-07
686,2,1,2022-05-17
687,3,1,2022-09-02
688,2,0,2024-11-11
689,1,0,2023-06-20
690,2,1,2023-08-10
691,1,1,2024-05-27
692,1,1,2022-10-16
693,3,1,2023-03-28
694,1,1,2023-11-21
695,3,0,2022-10-16
696,1,1,2021-09-08
697,2,1,2022-05-23
698,1,0,2021-04-14
699,2,1,2024-06-14
700,2,0,2021-11-24
701,2,1,2022-01-24
702,1,1,2023-11-21
703,2,1,2022-09-24
704,2,0,2021-07-04
705,2,1,2022-05-09
706,1,1,2021-04-10
707,1,1,2023-10-11
708,3,1,2022-08-09
709,3,0,2021-08-09
710,2,0,2022-06-26
711,3,1,2023-04-06
712,2,0,2023-04-01
713,1,0,2023-01-13
714,3,1,2021-05-31
715,2,1,2024-02-01
716,2,0,2021-09-21
717,1,1,2023-02-04
718,2,1,2021-10-23
719,1,1,2023-10-22
720,1,0,2021-03-21
721,1,1,2023-08-29
722,3,1,2021-11-02
723,3,0,2022-11-03
724,3,1,2021-11-29
725,2,1,2024-04-30
726,2,1,2024-12-22
727,3,1,2023-08-31
728,1,1,2022-11-10
729,3,0,2023-05-04
730,3,1,2024-11-10
731,3,0,2024-05-07
732,2,1,2024-09-04
733,3,0,2021-04-16
734,3,1,2021-12-16
735,3,1,2021-10-30
736,3,0,2021-03-06
737,3,0,2022-01-26
738,1,1,2022-10-05
739,2,0,2023-04-26
740,3,0,2023-04-21
741,3,1,2021-05-08
742,3,0,2023-11-29
743,1,1,2024-09-18
744,2,1,2022-10-05
745,1,1,2023-12-28
746,2,1,2024-10-16
747,3,1,2024-06-03
748,2,0,2022-05-20
749,2,1,2022-04-06
750,2,1,2024-12-14
751,1,1,2022-10-12
752,2,1,2024-02-22
753,3,1,2022-08-13
754,1,1,2023-03-20
755,2,0,2022-08-18
756,1,1,2021-06-11
757,2,1,2024-09-05
758,2,1,2022-03-15
759,1,1,2024-02-26
760,3,1,2021-10-09
761,1,0,2022-05-12
762,1,0,2024-07-30
763,1,0,2021-07-25
764,2,1,2023-08-26
765,1,0,2021-01-11
766,3,0,2023-04-14
767,3,1,2023-09-05
768,3,0,2022-08-12
769,2,1,2024-08-15
770,1,0,2024-08-28
771,3,0,2024-01-01
772,3,0,2021-12-25
773,2,0,2021-03-16
774,2,1,2022-01-17
775,3,1,2021-03-18
776,1,1,2024-03-09
777,3,0,2022-11-18
778,2,1,2024-08-06
779,3,1,2021-10-02
780,3,1,2022-07-13
781,1,0,2022-11-09
782,1,1,2024-08-20
783,2,0,2021-01-29
784,3,1,2022-08-28
785,3,0,2021-12-26
786,3,1,2023-05-26
787,3,1,2021-06-27
788,2,0,2022-01-14
789,1,1,2022-10-25
790,1,0,2022-06-19
791,2,0,2023-07-04
792,2,1,2022-09-11
793,3,0,2022-06-20
794,3,1,2024-11-19
795,1,0,2024-09-29
796,1,1,2022-09-21
797,1,1,2024-11-06
798,3,1,2024-11-14
799,1,1,2023-01-23
800,3,0,2022-03-25
801,1,1,2021-11-10
802,2,1,2023-05-02
803,3,1,2024-01-06
804,3,0,2022-05-22
805,3,0,2023-12-13
806,2,1,2021-06-09
807,3,0,2021-05-07
808,3,0,2024-03-18
809,3,0,2021-12-03
810,2,1,2021-08-27
811,3,0,2024-04-09
812,2,0,2023-11-12
813,2,0,2023-07-18
814,1,1,2023-07-25
815,3,0,2024-02-19
816,2,1,2021-02-14
817,2,1,2021-01-07
818,3,0,2024-03-30
819,1,0,2023-05-18
820,2,0,2024-01-14
821,1,0,2023-08-25
822,1,1,2023-04-18
823,1,0,2024-08-06
824,3,1,2023-02-06
825,2,1,2023-02-13
826,2,0,2024-10-30
827,3,0,2024-08-31
828,2,0,2022-01-01
829,3,1,2023-12-20
830,1,0,2021-01-08
831,1,1,2023-08-07
832,3,1,2023-12-26
833,2,0,2022-05-22
834,2,1,2021-11-14
835,2,0,2021-08-20
836,1,1,2024-06-13
837,1,0,2022-02-27
838,1,0,2024-05-01
839,1,1,2024-05-09
840,3,0,2022-05-17
841,3,0,2023-04-04
842,2,0,2024-01-11
843,1,0,2021-10-14
844,3,1,2022-04-25
845,3,1,2024-03-28
846,3,1,2022-05-01
847,2,0,2024-09-14
848,3,0,2023-04-27
849,2,1,2021-05-05
850,3,0,2024-07-06
851,3,1,2024-02-13
852,2,0,2022-12-07
853,3,1,2023-12-11
854,2,1,2023-04-17
855,1,1,2023-02-10
856,1,1,2022-05-09
857,1,1,2024-12-20
858,1,1,2021-04-29
859,3,1,2023-05-04
860,3,0,2023-03-07
861,1,1,2022-02-21
862,2,0,2023-07-11
863,2,0,2024-01-02
864,3,0,2021-04-16
865,2,1,2024-10-11
866,3,0,2021-05-30
867,1,0,2023-09-09
868,1,1,2022-09-13
869,1,0,2022-01-25
870,3,0,2023-09-08
871,1,0,2023-03-24
872,1,1,2022-08-03
873,2,1,2023-12-29
874,3,1,2022-09-24
875,2,1,2023-11-17
876,2,1,2021-07-21
877,3,1,2022-10-18
878,1,1,2022-10-03
879,2,0,2024-02-27
880,1,0,2021-02-03
881,2,1,2022-08-28
882,1,0,2022-11-07
883,1,1,2024-03-12
884,1,1,2024-02-02
885,3,1,2022-06-12
886,2,1,2023-08-02
887,1,1,2021-12-13
888,1,1,2022-01-12
889,3,0,2023-12-10
890,1,0,2024-09-30
891,1,0,2023-04-25
892,1,0,2021-05-20
893,3,0,2021-01-19
894,1,1,2023-02-04
895,1,1,2024-09-12
896,2,0,2021-01-14
897,3,1,2021-01-25
898,1,1,2024-01-03
899,2,0,2023-10-26
900,3,1,2022-01-03
901,1,0,2023-12-10
902,1,0,2022-01-29
903,3,1,2022-12-27
904,2,1,2021-06-11
905,2,1,2023-07-30
906,3,0,2024-11-28
907,1,1,2024-11-01
908,1,0,2021-07-11
909,2,1,2023-02-12
910,3,1,2021-04-25
911,3,0,2024-12-10
912,1,0,2023-10-21
913,2,1,2024-03-04
914,1,0,2022-04-16
915,1,1,2022-07-10
916,1,0,2024-11-02
917,2,0,2022-01-03
918,2,0,2022-03-01
919,3,0,2024-12-30
920,2,0,2022-09-05
921,1,0,2024-03-06
922,2,1,2023-02-26
923,3,0,2024-11-12
924,3,0,2023-10-23
925,3,1,2021-04-20
926,1,1,2022-04-21
927,1,1,2024-05-24
928,3,1,2022-10-31
929,1,1,2023-07-12
930,2,0,2022-12-30
931,3,1,2023-06-04
932,1,1,2021-06-25
933,3,1,2022-05-20
934,3,0,2021-06-18
935,2,0,2023-02-18
936,3,0,2023-03-09
937,2,1,2021-08-07
938,1,0,2022-09-24
939,2,1,2022-07-07
940,1,0,2021-06-28
941,1,1,2023-07-09
942,3,1,2021-07-31
943,1,0,2022-12-26
944,3,0,2024-05-07
945,3,1,2023-02-28
946,1,1,2023-04-28
947,2,0,2024-02-20
948,1,0,2024-11-04
949,2,0,2021-10-12
950,2,1,2022-07-04
951,2,0,2021-05-10
952,1,1,2022-07-20
953,2,1,2023-09-19
954,1,1,2022-05-31
955,1,1,2024-05-01
956,3,0,2023-07-27
957,1,0,2022-09-16
958,1,1,2022-11-12
959,3,1,2022-11-06
960,2,1,2023-06-01
961,3,0,2022-09-08
962,2,0,2023-09-09
963,2,0,2023-03-27
964,2,1,2024-11-24
965,3,1,2024-03-25
966,1,1,2023-02-10
967,2,1,2023-01-18
968,1,0,2024-04-27
969,3,0,2024-10-28
970,3,0,2023-08-04
971,3,0,2023-06-17
972,2,0,2023-04-18
973,3,1,2021-10-13
974,3,1,2022-05-11
975,2,0,2023-05-17
976,2,0,2023-07-09
977,3,1,2024-04-07
978,2,1,2024-01-19
979,1,1,2024-12-07
980,3,0,2021-08-12
981,1,1,2021-12-07
982,3,0,2024-02-28
983,3,1,2022-11-11
984,2,0,2021-01-22
985,1,1,2022-03-31
986,3,0,2023-07-02
987,2,1,2023-08-07
988,3,0,2022-12-08
989,1,1,2021-08-03
990,2,1,2021-06-25
991,1,0,2022-12-15
992,2,1,2023-07-22
993,1,1,2022-12-15
994,2,0,2023-06-17
995,3,1,2022-10-16
996,1,1,2021-04-02
997,3,0,2021-02-16
998,2,0,2024-10-18
999,1,0,2023-11-23
1000,1,0,2022-11-09
1001,3,1,2023-08-05
1002,1,1,2024-07-13
1003,1,0,2024-08-04
1004,3,1,2023-03-22
1005,1,0,2023-07-10
1006,3,1,2023-03-08
1007,1,0,2022-02-26
1008,2,0,2024-03-28
1009,1,0,2023-01-20
1010,2,0,2023-07-27
1011,1,1,2024-10-05
1012,2,1,2024-05-07
1013,2,1,2024-04-17
1014,1,1,2022-12-22
1015,2,0,2024-10-11
1016,3,1,2024-06-12
1017,3,0,2024-10-08
1018,1,1,2021-08-30
1019,1,1,2021-08-28
1020,1,1,2024-11-21
1021,1,1,2023-05-07
1022,3,0,2024-03-23
1023,2,1,2022-01-16
1024,2,0,2024-02-11
1025,1,1,2022-08-15
1026,1,0,2022-10-07
1027,2,0,2023-01-06
1028,1,1,2021-10-07
1029,1,1,2024-02-25
1030,3,1,2023-04-18
1031,3,1,2023-05-02
1032,3,1,2023-09-28
1033,1,0,2024-03-03
1034,1,0,2022-08-22
1035,1,1,2022-04-06
1036,3,1,2021-12-11
1037,2,1,2024-01-31
1038,3,0,2024-03-18
1039,1,1,2024-01-18
1040,2,0,2023-06-23
1041,3,0,2023-05-21
1042,1,0,2022-09-02
1043,1,1,2022-06-23
1044,2,0,2023-06-19
1045,1,0,2022-03-06
1046,3,1,2024-12-26
1047,3,1,2021-12-06
1048,3,0,2022-02-28
1049,1,0,2024-03-13
1050,2,1,2024-05-07
1051,3,0,2022-10-25
1052,3,1,2022-08-16
1053,3,1,2023-11-20
1054,3,0,2021-10-05
1055,2,0,2022-07-22
1056,3,0,2024-12-07
1057,1,0,2021-10-27
1058,3,1,2022-05-22
1059,3,1,2023-09-30
1060,1,1,2024-07-09
1061,2,1,2023-07-15
1062,1,0,2023-04-06
1063,3,1,2024-11-23
1064,2,1,2023-09-27
1065,2,0,2021-07-10
1066,3,1,2024-07-24
1067,3,1,2021-05-10
1068,3,1,2022-03-23
