order_id,customer_id,order_date,order_status
153,1544,2024-12-20,DELIVERED
154,468,2022-10-10,CANCELLED
155,847,2024-04-18,RETURNED
156,1950,2024-11-23,CANCELLED
157,741,2022-03-02,DELIVERED
158,1578,2022-01-21,CANCELLED
159,1060,2022-05-23,DELIVERED
160,645,2024-04-02,RETURNED
161,337,2024-06-07,DELIVERED
162,1555,2022-03-17,DELIVERED
163,1314,2022-11-06,RETURNED
164,119,2024-11-30,RETURNED
165,859,2024-04-03,RETURNED
166,1436,2023-09-16,CANCELLED
167,643,2023-12-06,DELIVERED
168,573,2024-12-16,DELIVERED
169,301,2024-04-07,DELIVERED
170,421,2024-06-24,DELIVERED
171,1818,2024-04-08,CANCELLED
172,1805,2023-09-10,DELIVERED
173,1101,2023-11-17,DELIVERED
174,1473,2022-09-16,DELIVERED
175,1108,2023-08-05,DELIVERED
176,1048,2023-10-02,DELIVERED
177,1551,2022-11-24,DELIVERED
178,1824,2023-06-14,DELIVERED
179,1586,2023-09-15,CANCELLED
180,1035,2022-08-15,CANCELLED
181,1724,2024-02-03,DELIVERED
182,1040,2023-12-27,DELIVERED
183,1550,2022-09-13,DELIVERED
184,1173,2022-01-11,DELIVERED
185,484,2024-12-28,CANCELLED
186,479,2023-12-19,DELIVERED
187,1366,2022-10-14,CANCELLED
188,1065,2023-05-23,DELIVERED
189,1058,2023-01-30,CANCELLED
190,740,2024-07-19,DELIVERED
191,1458,2024-05-21,CANCELLED
192,168,2022-07-08,DELIVERED
193,1820,2022-09-24,DELIVERED
194,914,2022-06-09,DELIVERED
195,1078,2024-04-04,DELIVERED
196,1063,2024-03-19,RETURNED
197,1197,2024-10-18,DELIVERED
198,902,2024-09-29,CANCELLED
199,854,2022-11-30,DELIVERED
200,261,2024-09-19,CANCELLED
201,265,2024-11-17,RETURNED
202,242,2023-03-12,DELIVERED
203,67,2022-11-18,RETURNED
204,757,2022-09-01,DELIVERED
205,837,2022-08-14,DELIVERED
206,1171,2023-08-17,DELIVERED
207,314,2022-08-30,DELIVERED
208,767,2023-09-14,DELIVERED
209,58,2022-10-20,DELIVERED
210,1208,2024-05-13,DELIVERED
211,1832,2023-09-17,RETURNED
212,442,2023-01-10,CANCELLED
213,1002,2022-01-05,DELIVERED
214,715,2022-05-19,RETURNED
215,856,2024-09-12,DELIVERED
216,1159,2024-07-15,RETURNED
217,1601,2024-02-12,DELIVERED
218,1475,2022-09-29,CANCELLED
219,1034,2024-08-01,CANCELLED
220,1367,2024-07-08,DELIVERED
221,1491,2023-10-29,DELIVERED
222,1280,2024-04-18,DELIVERED
223,1844,2024-03-20,DELIVERED
224,94,2024-06-26,CANCELLED
225,1323,2022-07-01,RETURNED
226,1449,2022-02-20,DELIVERED
227,1631,2023-09-25,DELIVERED
228,254,2022-06-24,DELIVERED
229,1268,2022-04-19,RETURNED
230,1069,2023-01-23,CANCELLED
231,1030,2022-02-08,DELIVERED
232,1918,2024-12-25,DELIVERED
233,39,2023-07-18,CANCELLED
234,503,2024-06-28,DELIVERED
235,1093,2023-10-19,DELIVERED
236,93,2024-10-03,RETURNED
237,48,2023-11-28,DELIVERED
238,850,2022-02-19,RETURNED
239,650,2024-02-22,DELIVERED
240,235,2022-07-23,DELIVERED
241,585,2022-10-22,DELIVERED
242,1574,2022-07-03,DELIVERED
243,1951,2024-04-14,DELIVERED
244,121,2023-10-29,DELIVERED
245,1461,2022-04-30,DELIVERED
246,203,2023-10-18,DELIVERED
247,1829,2023-10-26,DELIVERED
248,1929,2022-09-05,DELIVERED
249,491,2023-04-30,DELIVERED
250,1541,2024-10-30,DELIVERED
251,236,2023-07-06,DELIVERED
252,952,2024-04-13,DELIVERED
253,60,2024-04-14,DELIVERED
254,1872,2022-02-08,DELIVERED
255,1974,2022-07-27,DELIVERED
256,1137,2022-09-15,DELIVERED
257,834,2024-07-02,DELIVERED
258,1303,2024-10-21,DELIVERED
259,1983,2022-10-19,DELIVERED
260,345,2023-05-18,DELIVERED
261,868,2024-07-14,DELIVERED
262,1665,2024-08-09,RETURNED
263,1272,2023-08-16,DELIVERED
264,343,2022-01-02,DELIVERED
265,1888,2024-09-14,DELIVERED
266,514,2024-02-18,RETURNED
267,1726,2023-03-12,DELIVERED
268,1046,2023-07-31,DELIVERED
269,1514,2024-12-29,DELIVERED
270,616,2022-07-03,DELIVERED
271,252,2022-10-14,CANCELLED
272,573,2024-06-03,DELIVERED
273,1034,2023-10-14,RETURNED
274,1937,2023-12-03,DELIVERED
275,1542,2024-07-16,DELIVERED
276,1357,2023-10-21,DELIVERED
277,942,2023-11-04,DELIVERED
278,1417,2022-10-01,DELIVERED
279,5,2024-09-02,DELIVERED
280,20,2022-12-22,DELIVERED
281,1834,2024-09-28,CANCELLED
282,1103,2022-06-16,CANCELLED
283,1330,2022-06-08,DELIVERED
284,1828,2024-06-30,DELIVERED
285,723,2024-02-10,CANCELLED
286,734,2024-03-03,DELIVERED
287,1573,2022-01-18,DELIVERED
288,759,2023-01-31,DELIVERED
289,454,2022-02-10,CANCELLED
290,1394,2024-01-03,DELIVERED
291,1672,2023-09-13,CANCELLED
292,453,2023-04-25,RETURNED
293,1982,2024-01-14,DELIVERED
294,1010,2023-03-05,DELIVERED
295,1682,2024-03-22,DELIVERED
296,569,2024-10-21,DELIVERED
297,1131,2023-02-01,DELIVERED
298,1159,2022-12-26,DELIVERED
299,263,2022-05-14,DELIVERED
300,1912,2023-04-12,RETURNED
301,1493,2023-07-16,DELIVERED
302,1389,2022-02-17,RETURNED
303,1420,2024-12-27,DELIVERED
304,1395,2024-07-18,DELIVERED
305,875,2022-04-17,RETURNED
306,662,2024-06-04,CANCELLED
307,834,2023-07-16,DELIVERED
308,1062,2024-08-13,DELIVERED
309,1060,2022-03-31,RETURNED
310,460,2022-04-07,DELIVERED
311,861,2024-12-26,DELIVERED
312,11,2024-03-13,DELIVERED
313,168,2022-02-21,RETURNED
314,463,2024-05-17,RETURNED
315,1879,2023-05-27,DELIVERED
316,675,2023-09-29,DELIVERED
317,1281,2022-07-18,DELIVERED
318,885,2022-02-19,DELIVERED
319,1283,2023-11-16,CANCELLED
320,507,2022-08-09,DELIVERED
321,1964,2023-11-29,CANCELLED
322,1683,2023-11-15,DELIVERED
323,485,2022-05-30,CANCELLED
324,1269,2024-06-17,CANCELLED
325,1281,2024-07-03,DELIVERED
326,176,2022-05-05,RETURNED
327,773,2023-10-04,RETURNED
328,1421,2022-05-14,CANCELLED
329,127,2024-06-24,DELIVERED
330,1251,2024-06-03,DELIVERED
331,1388,2022-04-25,DELIVERED
332,604,2024-02-21,DELIVERED
333,1265,2024-04-21,DELIVERED
334,1228,2022-01-22,DELIVERED
335,951,2024-05-26,RETURNED
336,1269,2022-07-27,DELIVERED
337,1921,2022-02-23,DELIVERED
338,673,2023-01-30,DELIVERED
339,26,2022-05-19,DELIVERED
340,1722,2023-02-01,RETURNED
341,259,2024-11-08,DELIVERED
342,863,2024-09-12,CANCELLED
343,911,2023-01-16,DELIVERED
344,1633,2022-04-01,DELIVERED
345,639,2024-06-11,DELIVERED
346,1335,2024-01-03,DELIVERED
347,1813,2022-10-26,DELIVERED
348,633,2023-12-04,DELIVERED
349,1988,2022-01-17,DELIVERED
350,1347,2022-10-24,DELIVERED
351,1039,2022-04-22,DELIVERED
352,401,2023-02-15,DELIVERED
353,413,2022-05-21,DELIVERED
354,1368,2024-09-01,DELIVERED
355,958,2023-11-10,RETURNED
356,1160,2023-11-19,DELIVERED
357,858,2023-11-05,DELIVERED
358,931,2022-03-28,DELIVERED
359,1885,2022-01-08,DELIVERED
360,1420,2023-04-17,DELIVERED
361,437,2023-05-05,DELIVERED
362,1574,2023-11-10,CANCELLED
363,770,2023-02-25,DELIVERED
364,1692,2022-01-14,DELIVERED
365,152,2024-01-03,DELIVERED
366,236,2022-10-19,DELIVERED
367,399,2024-01-08,DELIVERED
368,61,2023-02-12,DELIVERED
369,357,2023-03-25,RETURNED
370,1473,2022-12-23,DELIVERED
371,1136,2023-05-19,DELIVERED
372,45,2022-12-27,CANCELLED
373,1866,2022-07-27,DELIVERED
374,1388,2022-10-09,DELIVERED
375,1613,2022-08-16,DELIVERED
376,431,2023-09-17,DELIVERED
377,758,2024-02-02,DELIVERED
378,1928,2024-12-15,RETURNED
379,1277,2024-06-07,RETURNED
380,134,2022-08-31,DELIVERED
381,1893,2022-09-25,CANCELLED
382,393,2024-12-26,DELIVERED
383,767,2023-10-14,DELIVERED
384,1303,2023-05-16,RETURNED
385,1563,2023-01-23,RETURNED
386,603,2022-11-01,DELIVERED
387,110,2023-07-28,RETURNED
388,1744,2024-11-06,RETURNED
389,1815,2024-09-28,DELIVERED
390,167,2024-08-21,CANCELLED
391,1260,2022-05-13,DELIVERED
392,795,2024-11-08,DELIVERED
393,1063,2024-08-08,DELIVERED
394,1460,2024-02-05,DELIVERED
395,990,2024-10-10,DELIVERED
396,1191,2024-04-01,DELIVERED
397,1620,2022-03-16,DELIVERED
398,1833,2023-02-20,DELIVERED
399,481,2024-03-21,DELIVERED
400,871,2024-02-12,DELIVERED
401,1916,2024-02-06,DELIVERED
402,174,2022-10-03,CANCELLED
403,605,2024-06-29,DELIVERED
404,472,2022-03-26,DELIVERED
405,1273,2023-11-20,DELIVERED
406,958,2024-06-04,DELIVERED
407,1648,2024-10-15,DELIVERED
408,784,2022-02-20,DELIVERED
409,479,2023-06-28,DELIVERED
410,736,2022-06-18,DELIVERED
411,1028,2024-11-16,DELIVERED
412,161,2023-07-21,RETURNED
413,202,2022-08-31,DELIVERED
414,79,2023-02-15,DELIVERED
415,1383,2023-11-06,DELIVERED
416,1527,2023-07-17,DELIVERED
417,1238,2022-10-10,RETURNED
418,1541,2023-06-19,DELIVERED
419,614,2023-08-01,CANCELLED
420,1604,2024-04-07,RETURNED
421,1684,2022-01-25,DELIVERED
422,1050,2022-11-02,RETURNED
423,467,2023-04-10,CANCELLED
424,430,2024-08-29,DELIVERED
425,1203,2024-08-17,CANCELLED
426,945,2023-11-29,CANCELLED
427,642,2023-01-20,DELIVERED
428,1930,2024-05-05,DELIVERED
429,922,2022-03-03,DELIVERED
430,1183,2022-09-20,DELIVERED
431,1512,2022-01-20,DELIVERED
432,1350,2023-12-28,DELIVERED
433,859,2024-05-21,DELIVERED
434,827,2023-09-06,DELIVERED
435,48,2022-03-07,RETURNED
436,315,2023-11-08,DELIVERED
437,1637,2024-03-11,RETURNED
438,419,2024-03-11,DELIVERED
439,792,2023-01-21,DELIVERED
440,674,2024-07-13,DELIVERED
441,624,2022-07-10,DELIVERED
442,1383,2022-12-30,DELIVERED
443,1412,2024-09-27,DELIVERED
444,408,2022-05-23,RETURNED
445,791,2023-08-05,DELIVERED
446,597,2024-12-09,DELIVERED
447,118,2024-01-25,DELIVERED
448,352,2023-11-01,RETURNED
449,842,2024-03-11,DELIVERED
450,227,2022-09-22,DELIVERED
451,980,2022-05-21,DELIVERED
452,1851,2023-02-27,DELIVERED
453,422,2023-09-27,DELIVERED
454,1454,2024-08-30,DELIVERED
455,1178,2023-09-28,DELIVERED
456,1030,2024-07-28,DELIVERED
457,16,2022-10-20,DELIVERED
458,1689,2024-03-28,DELIVERED
459,506,2024-12-12,DELIVERED
460,1166,2024-10-02,DELIVERED
461,1180,2022-03-22,CANCELLED
462,590,2024-07-23,DELIVERED
463,1726,2023-09-02,DELIVERED
464,1687,2022-12-25,DELIVERED
465,368,2024-06-03,DELIVERED
466,1866,2023-01-11,DELIVERED
467,196,2024-03-16,DELIVERED
468,90,2023-05-06,RETURNED
469,324,2023-07-15,RETURNED
470,1102,2023-08-21,DELIVERED
471,137,2023-03-21,RETURNED
472,843,2022-09-06,RETURNED
473,157,2022-08-04,DELIVERED
474,1597,2023-10-30,DELIVERED
475,338,2023-06-02,DELIVERED
476,92,2024-08-04,DELIVERED
477,1309,2024-08-03,DELIVERED
478,1528,2024-03-28,RETURNED
479,813,2022-03-19,DELIVERED
480,235,2022-10-07,DELIVERED
481,1534,2024-08-08,DELIVERED
482,140,2022-06-19,DELIVERED
483,497,2024-06-15,DELIVERED
484,1681,2023-07-26,CANCELLED
485,350,2022-02-06,DELIVERED
486,363,2023-08-26,DELIVERED
487,1519,2024-03-11,DELIVERED
488,1376,2022-01-23,DELIVERED
489,315,2024-06-21,DELIVERED
490,444,2022-03-12,RETURNED
491,1091,2023-03-19,DELIVERED
492,98,2024-12-06,DELIVERED
493,1468,2022-07-30,DELIVERED
494,632,2024-06-28,DELIVERED
495,10,2022-04-10,CANCELLED
496,1572,2023-02-18,RETURNED
497,768,2023-05-04,DELIVERED
498,33,2024-05-13,DELIVERED
499,30,2023-11-22,CANCELLED
500,1393,2022-05-10,DELIVERED
501,1807,2022-07-17,CANCELLED
502,1701,2022-12-10,CANCELLED
503,91,2024-05-01,DELIVERED
504,1671,2023-11-01,DELIVERED
505,1284,2023-01-24,DELIVERED
506,1914,2024-03-20,RETURNED
507,248,2023-04-21,DELIVERED
508,731,2023-10-25,DELIVERED
509,824,2023-10-10,DELIVERED
510,436,2024-07-28,DELIVERED
511,1348,2023-07-25,DELIVERED
512,756,2022-03-31,DELIVERED
513,448,2024-04-21,DELIVERED
514,1227,2024-10-20,RETURNED
515,209,2022-12-18,DELIVERED
516,195,2023-10-27,RETURNED
517,1427,2024-03-06,DELIVERED
518,1992,2022-09-30,DELIVERED
519,1302,2023-10-14,RETURNED
520,1365,2024-09-14,DELIVERED
521,37,2024-07-08,DELIVERED
522,1312,2023-04-22,DELIVERED
523,1444,2022-01-28,DELIVERED
524,1263,2022-09-12,DELIVERED
525,1512,2024-05-27,CANCELLED
526,1270,2022-06-12,DELIVERED
527,768,2024-10-18,DELIVERED
528,311,2024-02-09,DELIVERED
529,78,2023-05-03,RETURNED
530,1225,2024-06-27,CANCELLED
531,674,2022-10-02,DELIVERED
532,1319,2022-03-23,DELIVERED
533,850,2023-08-14,CANCELLED
534,470,2023-11-10,DELIVERED
535,422,2022-04-21,RETURNED
536,1362,2023-05-24,CANCELLED
537,1426,2023-04-01,DELIVERED
538,782,2024-12-03,DELIVERED
539,906,2022-01-13,DELIVERED
540,1007,2022-05-24,RETURNED
541,107,2022-10-17,RETURNED
542,258,2022-07-07,DELIVERED
543,1125,2023-02-23,DELIVERED
544,161,2024-05-22,CANCELLED
545,638,2022-12-03,CANCELLED
546,502,2024-05-18,DELIVERED
547,510,2023-09-13,DELIVERED
548,919,2023-02-17,DELIVERED
549,1601,2024-09-12,DELIVERED
550,1992,2024-01-07,DELIVERED
551,344,2024-08-22,DELIVERED
552,1035,2024-06-06,CANCELLED
553,1679,2024-09-14,DELIVERED
554,782,2024-05-25,RETURNED
555,1555,2023-09-07,DELIVERED
556,313,2022-12-26,DELIVERED
557,950,2023-09-19,DELIVERED
558,769,2024-09-11,DELIVERED
559,280,2024-08-19,DELIVERED
560,1877,2023-01-24,DELIVERED
561,1765,2024-10-22,CANCELLED
562,767,2024-10-03,DELIVERED
563,852,2024-03-19,RETURNED
564,765,2024-02-26,DELIVERED
565,1313,2022-05-26,DELIVERED
566,80,2022-09-12,DELIVERED
567,1159,2022-11-29,DELIVERED
568,894,2023-06-07,CANCELLED
569,1540,2023-12-15,DELIVERED
570,1001,2024-01-25,DELIVERED
571,1334,2024-02-29,RETURNED
572,1507,2023-05-21,DELIVERED
573,71,2024-01-11,DELIVERED
574,1386,2022-02-27,DELIVERED
575,1322,2022-10-30,DELIVERED
576,933,2022-10-29,DELIVERED
577,1234,2022-11-27,DELIVERED
578,1579,2022-07-09,DELIVERED
579,1878,2024-02-27,DELIVERED
580,1201,2022-06-14,DELIVERED
581,387,2024-05-16,DELIVERED
582,875,2023-06-02,DELIVERED
583,1026,2024-12-27,DELIVERED
584,784,2023-09-23,CANCELLED
585,1542,2022-07-02,DELIVERED
586,1173,2023-12-07,CANCELLED
587,551,2023-03-06,RETURNED
588,816,2023-09-23,DELIVERED
589,345,2024-10-04,DELIVERED
590,144,2024-05-05,DELIVERED
591,1341,2023-08-14,CANCELLED
592,350,2022-12-28,DELIVERED
593,1442,2022-10-03,DELIVERED
594,373,2024-10-26,RETURNED
595,923,2023-03-12,DELIVERED
596,121,2023-01-10,CANCELLED
597,393,2023-06-16,RETURNED
598,1786,2024-04-17,DELIVERED
599,1870,2022-08-12,RETURNED
600,341,2022-06-13,DELIVERED
601,774,2022-09-13,DELIVERED
602,701,2022-03-02,DELIVERED
603,979,2024-09-20,DELIVERED
604,207,2022-01-20,DELIVERED
605,1540,2022-01-15,DELIVERED
606,1617,2022-03-27,DELIVERED
607,1070,2022-01-15,DELIVERED
608,1066,2023-06-29,RETURNED
609,970,2023-11-22,DELIVERED
610,690,2024-01-30,DELIVERED
611,703,2023-10-08,CANCELLED
612,1928,2024-01-10,DELIVERED
613,776,2022-04-28,RETURNED
614,1789,2023-11-08,CANCELLED
615,7,2024-07-24,RETURNED
616,823,2022-10-12,DELIVERED
617,252,2024-12-22,DELIVERED
618,1433,2023-05-25,DELIVERED
619,1267,2024-08-31,DELIVERED
620,1353,2023-01-20,DELIVERED
621,1307,2023-10-22,DELIVERED
622,738,2022-04-04,RETURNED
623,1507,2023-10-29,DELIVERED
624,479,2024-09-19,DELIVERED
625,1255,2022-06-16,DELIVERED
626,1924,2024-09-02,RETURNED
627,1756,2022-07-25,CANCELLED
628,602,2023-02-04,CANCELLED
629,1782,2024-12-01,RETURNED
630,1608,2024-10-30,DELIVERED
631,1020,2022-06-28,DELIVERED
632,1379,2024-08-14,DELIVERED
633,914,2022-08-25,DELIVERED
634,1108,2023-05-09,DELIVERED
635,350,2022-07-03,DELIVERED
636,1466,2022-03-01,DELIVERED
637,1903,2023-10-31,RETURNED
638,1570,2023-07-29,DELIVERED
639,528,2024-09-02,RETURNED
640,1374,2022-09-10,DELIVERED
641,1890,2024-12-30,DELIVERED
642,1008,2022-07-05,CANCELLED
643,682,2023-04-04,RETURNED
644,1570,2022-05-13,DELIVERED
645,773,2024-02-21,DELIVERED
646,1608,2024-06-13,CANCELLED
647,458,2023-06-15,DELIVERED
648,180,2022-08-17,DELIVERED
649,1517,2023-01-21,CANCELLED
650,238,2024-01-24,DELIVERED
651,642,2024-02-18,DELIVERED
652,4,2023-09-29,DELIVERED
653,1097,2023-01-24,CANCELLED
654,868,2023-10-17,CANCELLED
655,1634,2022-09-16,DELIVERED
656,1233,2023-03-31,DELIVERED
657,19,2024-08-01,DELIVERED
658,1672,2023-08-31,CANCELLED
659,1024,2024-07-22,DELIVERED
660,581,2022-10-26,CANCELLED
661,1740,2022-03-12,DELIVERED
662,633,2024-10-25,RETURNED
663,253,2023-07-15,RETURNED
664,1447,2024-09-06,DELIVERED
665,442,2024-10-10,DELIVERED
666,1980,2024-02-11,DELIVERED
667,1660,2023-11-14,DELIVERED
668,1468,2023-03-08,CANCELLED
669,1914,2023-04-06,CANCELLED
670,108,2023-01-02,RETURNED
671,1490,2024-03-13,DELIVERED
672,1670,2022-11-23,RETURNED
673,1123,2024-03-14,DELIVERED
674,1389,2024-08-27,RETURNED
675,1552,2024-03-12,DELIVERED
676,1082,2023-08-03,DELIVERED
677,1891,2023-02-04,CANCELLED
678,1123,2024-03-17,DELIVERED
679,663,2022-04-21,CANCELLED
680,1454,2023-09-15,DELIVERED
681,336,2022-10-09,DELIVERED
682,989,2023-08-20,RETURNED
683,430,2023-03-23,CANCELLED
684,401,2022-01-19,DELIVERED
685,1754,2022-07-28,DELIVERED
686,1759,2022-10-30,DELIVERED
687,875,2022-12-11,RETURNED
688,197,2023-12-30,RETURNED
689,368,2022-04-18,DELIVERED
690,1056,2023-11-25,DELIVERED
691,1987,2022-11-01,DELIVERED
692,828,2023-05-17,DELIVERED
693,494,2024-03-23,DELIVERED
694,1409,2022-12-20,DELIVERED
695,769,2022-07-03,CANCELLED
696,1772,2024-02-22,DELIVERED
697,1338,2024-06-30,DELIVERED
698,246,2022-08-27,DELIVERED
699,1002,2024-11-09,DELIVERED
700,1202,2024-09-09,DELIVERED
701,1527,2022-07-13,CANCELLED
702,371,2024-02-26,DELIVERED
703,1321,2024-06-07,DELIVERED
704,257,2022-07-23,DELIVERED
705,1462,2023-01-14,DELIVERED
706,1436,2022-02-10,DELIVERED
707,1675,2024-12-21,DELIVERED
708,1063,2022-09-12,CANCELLED
709,425,2022-08-29,DELIVERED
710,1227,2023-01-04,DELIVERED
711,916,2023-10-06,DELIVERED
712,264,2023-02-27,DELIVERED
713,180,2023-06-10,RETURNED
714,72,2022-06-23,RETURNED
715,1037,2023-09-04,DELIVERED
716,1115,2022-12-18,DELIVERED
717,1936,2022-01-01,DELIVERED
718,95,2024-11-29,RETURNED
719,601,2024-12-29,DELIVERED
720,1182,2024-10-01,DELIVERED
721,1071,2023-12-23,DELIVERED
722,1046,2023-03-06,DELIVERED
723,1358,2022-04-02,DELIVERED
724,386,2022-10-18,DELIVERED
725,1706,2023-03-17,RETURNED
726,1234,2023-03-19,DELIVERED
727,569,2022-09-21,CANCELLED
728,865,2022-06-02,DELIVERED
729,534,2024-02-21,DELIVERED
730,335,2024-03-30,DELIVERED
731,1935,2023-06-05,DELIVERED
732,1926,2022-10-21,DELIVERED
733,145,2023-07-06,RETURNED
734,1428,2023-01-30,CANCELLED
735,1155,2024-11-13,DELIVERED
736,860,2022-11-11,DELIVERED
737,1614,2024-06-07,DELIVERED
738,1975,2023-05-22,DELIVERED
739,256,2024-12-24,DELIVERED
740,1124,2024-04-13,DELIVERED
741,1312,2022-07-02,DELIVERED
742,684,2023-07-14,DELIVERED
743,1635,2023-04-08,DELIVERED
744,201,2024-02-12,RETURNED
745,456,2024-02-15,RETURNED
746,1604,2022-09-10,DELIVERED
747,1492,2023-09-20,DELIVERED
748,1653,2024-09-29,DELIVERED
749,715,2023-08-01,DELIVERED
750,1245,2022-07-22,RETURNED
751,350,2023-10-14,RETURNED
752,798,2023-01-06,DELIVERED
753,1519,2024-12-24,DELIVERED
754,1807,2024-04-04,DELIVERED
755,262,2023-06-15,DELIVERED
756,1052,2022-11-15,DELIVERED
757,293,2024-02-15,DELIVERED
758,548,2022-04-19,RETURNED
759,1310,2024-01-29,CANCELLED
760,511,2024-05-06,CANCELLED
