product_id,product_name,category,price,cost
147,Books Product 147,Books,757.03,492.07
148,Apparel Product 148,Apparel,1083.29,595.81
149,Apparel Product 149,Apparel,815.46,448.5
150,Books Product 150,Books,796.77,517.9
151,Apparel Product 151,Apparel,1883.37,1035.85
152,Books Product 152,Books,515.71,335.21
153,Books Product 153,Books,623.97,405.58
154,Beauty Product 154,Beauty,840.26,420.13
155,Home Product 155,Home,2685.89,1611.53
156,Home Product 156,Home,2213.19,1327.91
157,Home Product 157,Home,304.27,182.56
158,Electronics Product 158,Electronics,2591.99,1943.99
159,Electronics Product 159,Electronics,3818.61,2863.96
160,Home Product 160,Home,2458.82,1475.29
161,Beauty Product 161,Beauty,738.25,369.12
162,Apparel Product 162,Apparel,959.44,527.69
163,Home Product 163,Home,330.5,198.3
164,Home Product 164,Home,2163.05,1297.83
165,Apparel Product 165,Apparel,1664.31,915.37
166,Apparel Product 166,Apparel,880.45,484.25
167,Books Product 167,Books,360.55,234.36
168,Electronics Product 168,Electronics,1012.27,759.2
169,Apparel Product 169,Apparel,946.18,520.4
170,Books Product 170,Books,550.4,357.76
171,Electronics Product 171,Electronics,4244.19,3183.14
172,Home Product 172,Home,1192.39,715.43
173,Apparel Product 173,Apparel,1875.65,1031.61
174,Beauty Product 174,Beauty,1391.01,695.5
175,Electronics Product 175,Electronics,3405.43,2554.07
176,Beauty Product 176,Beauty,402.0,201.0
177,Beauty Product 177,Beauty,1359.68,679.84
178,Books Product 178,Books,732.35,476.03
179,Beauty Product 179,Beauty,1219.19,609.6
180,Beauty Product 180,Beauty,1406.13,703.07
181,Electronics Product 181,Electronics,4257.98,3193.48
182,Apparel Product 182,Apparel,1303.91,717.15
183,Apparel Product 183,Apparel,1288.28,708.55
184,Electronics Product 184,Electronics,1437.18,1077.88
185,Apparel Product 185,Apparel,1679.26,923.59
186,Apparel Product 186,Apparel,505.94,278.27
187,Home Product 187,Home,1057.24,634.34
188,Electronics Product 188,Electronics,2026.19,1519.64
189,Beauty Product 189,Beauty,1014.46,507.23
190,Home Product 190,Home,1841.65,1104.99
191,Beauty Product 191,Beauty,443.59,221.79
192,Electronics Product 192,Electronics,4390.67,3293.0
193,Apparel Product 193,Apparel,1528.43,840.64
194,Apparel Product 194,Apparel,1535.74,844.66
195,Apparel Product 195,Apparel,1062.19,584.2
196,Beauty Product 196,Beauty,1340.16,670.08
197,Apparel Product 197,Apparel,1123.05,617.68
198,Apparel Product 198,Apparel,745.82,410.2
199,Apparel Product 199,Apparel,680.02,374.01
200,Apparel Product 200,Apparel,1655.91,910.75
201,Home Product 201,Home,2766.06,1659.64
202,Beauty Product 202,Beauty,857.79,428.89
203,Beauty Product 203,Beauty,1376.44,688.22
204,Home Product 204,Home,813.57,488.14
205,Beauty Product 205,Beauty,1152.17,576.09
206,Books Product 206,Books,351.73,228.62
207,Apparel Product 207,Apparel,629.27,346.1
208,Electronics Product 208,Electronics,4199.62,3149.72
209,Books Product 209,Books,589.87,383.42
210,Home Product 210,Home,854.01,512.41
211,Electronics Product 211,Electronics,2567.16,1925.37
212,Books Product 212,Books,225.29,146.44
213,Apparel Product 213,Apparel,1891.74,1040.46
214,Books Product 214,Books,716.72,465.87
215,Apparel Product 215,Apparel,1147.0,630.85
216,Electronics Product 216,Electronics,963.96,722.97
217,Apparel Product 217,Apparel,435.97,239.78
218,Apparel Product 218,Apparel,1422.16,782.19
219,Home Product 219,Home,1166.38,699.83
220,Home Product 220,Home,1073.73,644.24
221,Books Product 221,Books,357.45,232.34
222,Beauty Product 222,Beauty,1072.46,536.23
223,Apparel Product 223,Apparel,638.91,351.4
224,Apparel Product 224,Apparel,583.14,320.73
225,Books Product 225,Books,513.76,333.94
226,Electronics Product 226,Electronics,1429.6,1072.2
227,Apparel Product 227,Apparel,1278.99,703.44
228,Apparel Product 228,Apparel,626.49,344.57
229,Apparel Product 229,Apparel,1318.53,725.19
230,Home Product 230,Home,492.36,295.42
231,Books Product 231,Books,729.96,474.47
232,Books Product 232,Books,438.37,284.94
233,Home Product 233,Home,378.28,226.97
234,Electronics Product 234,Electronics,976.67,732.5
235,Electronics Product 235,Electronics,887.54,665.65
236,Beauty Product 236,Beauty,432.68,216.34
237,Books Product 237,Books,729.33,474.06
238,Beauty Product 238,Beauty,1001.21,500.61
239,Apparel Product 239,Apparel,931.73,512.45
240,Home Product 240,Home,2224.83,1334.9
241,Books Product 241,Books,201.05,130.68
242,Beauty Product 242,Beauty,938.13,469.06
243,Electronics Product 243,Electronics,4157.83,3118.37
244,Beauty Product 244,Beauty,326.44,163.22
245,Apparel Product 245,Apparel,1495.16,822.34
246,Beauty Product 246,Beauty,811.71,405.86
247,Home Product 247,Home,688.05,412.83
248,Books Product 248,Books,317.73,206.52
249,Apparel Product 249,Apparel,1027.32,565.03
250,Apparel Product 250,Apparel,1662.05,914.13
251,Apparel Product 251,Apparel,1125.25,618.89
252,Electronics Product 252,Electronics,794.14,595.61
253,Electronics Product 253,Electronics,2081.48,1561.11
254,Beauty Product 254,Beauty,1299.5,649.75
255,Apparel Product 255,Apparel,1628.71,895.79
256,Books Product 256,Books,523.54,340.3
257,Books Product 257,Books,216.91,140.99
258,Electronics Product 258,Electronics,1966.41,1474.81
259,Electronics Product 259,Electronics,4065.94,3049.45
260,Books Product 260,Books,449.63,292.26
261,Books Product 261,Books,418.74,272.18
262,Books Product 262,Books,308.4,200.46
263,Home Product 263,Home,2929.51,1757.71
264,Beauty Product 264,Beauty,285.88,142.94
265,Home Product 265,Home,2497.57,1498.54
266,Books Product 266,Books,430.25,279.66
267,Beauty Product 267,Beauty,937.37,468.69
268,Apparel Product 268,Apparel,1271.24,699.18
269,Home Product 269,Home,767.33,460.4
270,Electronics Product 270,Electronics,3827.15,2870.36
271,Books Product 271,Books,693.89,451.03
272,Electronics Product 272,Electronics,3164.73,2373.55
273,Beauty Product 273,Beauty,622.99,311.5
274,Electronics Product 274,Electronics,4199.1,3149.33
275,Home Product 275,Home,1131.7,679.02
276,Beauty Product 276,Beauty,290.49,145.25
277,Electronics Product 277,Electronics,3584.79,2688.59
278,Books Product 278,Books,651.37,423.39
279,Beauty Product 279,Beauty,625.63,312.81
280,Electronics Product 280,Electronics,907.4,680.55
281,Home Product 281,Home,2695.61,1617.37
282,Electronics Product 282,Electronics,3906.85,2930.14
283,Home Product 283,Home,1523.03,913.82
284,Apparel Product 284,Apparel,1023.97,563.18
285,Books Product 285,Books,440.65,286.42
286,Home Product 286,Home,2140.1,1284.06
287,Apparel Product 287,Apparel,879.58,483.77
288,Apparel Product 288,Apparel,1869.6,1028.28
289,Beauty Product 289,Beauty,1133.13,566.57
290,Apparel Product 290,Apparel,1984.46,1091.45
291,Books Product 291,Books,155.28,100.93
292,Books Product 292,Books,412.73,268.27
293,Home Product 293,Home,2601.76,1561.06
294,Electronics Product 294,Electronics,2161.5,1621.12
295,Books Product 295,Books,779.13,506.43
296,Electronics Product 296,Electronics,3665.09,2748.82
297,Apparel Product 297,Apparel,575.52,316.54
298,Apparel Product 298,Apparel,1785.09,981.8
299,Home Product 299,Home,1465.63,879.38
300,Books Product 300,Books,406.27,264.08
301,Apparel Product 301,Apparel,1538.84,846.36
302,Beauty Product 302,Beauty,696.03,348.01
303,Books Product 303,Books,287.29,186.74
304,Home Product 304,Home,1582.15,949.29
305,Home Product 305,Home,1799.64,1079.78
306,Apparel Product 306,Apparel,1743.94,959.17
307,Home Product 307,Home,1078.87,647.32
308,Home Product 308,Home,662.55,397.53
309,Electronics Product 309,Electronics,3417.75,2563.31
310,Home Product 310,Home,2247.62,1348.57
311,Beauty Product 311,Beauty,1055.3,527.65
312,Home Product 312,Home,528.59,317.15
313,Beauty Product 313,Beauty,1318.2,659.1
314,Books Product 314,Books,754.7,490.56
315,Books Product 315,Books,266.87,173.47
316,Books Product 316,Books,425.68,276.69
317,Beauty Product 317,Beauty,700.13,350.06
318,Home Product 318,Home,801.64,480.98
319,Books Product 319,Books,154.83,100.64
320,Beauty Product 320,Beauty,1300.85,650.42
321,Home Product 321,Home,2222.75,1333.65
322,Apparel Product 322,Apparel,1057.34,581.54
323,Books Product 323,Books,524.63,341.01
324,Electronics Product 324,Electronics,4902.05,3676.54
325,Books Product 325,Books,464.12,301.68
326,Apparel Product 326,Apparel,581.06,319.58
327,Beauty Product 327,Beauty,1450.26,725.13
328,Electronics Product 328,Electronics,1139.39,854.54
329,Books Product 329,Books,789.33,513.06
330,Apparel Product 330,Apparel,1143.9,629.15
331,Electronics Product 331,Electronics,2855.11,2141.33
332,Books Product 332,Books,207.49,134.87
333,Beauty Product 333,Beauty,1019.86,509.93
334,Electronics Product 334,Electronics,3578.33,2683.75
335,Books Product 335,Books,668.76,434.69
336,Apparel Product 336,Apparel,1380.86,759.47
337,Apparel Product 337,Apparel,1256.05,690.83
338,Electronics Product 338,Electronics,2609.91,1957.43
339,Books Product 339,Books,738.94,480.31
340,Books Product 340,Books,626.98,407.54
341,Beauty Product 341,Beauty,658.79,329.39
342,Apparel Product 342,Apparel,862.73,474.5
343,Electronics Product 343,Electronics,3627.73,2720.8
344,Books Product 344,Books,637.13,414.13
345,Books Product 345,Books,319.29,207.54
346,Beauty Product 346,Beauty,951.58,475.79
347,Books Product 347,Books,183.55,119.31
348,Apparel Product 348,Apparel,1694.23,931.83
349,Books Product 349,Books,167.74,109.03
350,Beauty Product 350,Beauty,307.26,153.63
351,Books Product 351,Books,199.96,129.97
352,Apparel Product 352,Apparel,803.28,441.8
353,Books Product 353,Books,332.63,216.21
354,Apparel Product 354,Apparel,422.72,232.5
355,Electronics Product 355,Electronics,3217.2,2412.9
356,Books Product 356,Books,630.33,409.71
357,Beauty Product 357,Beauty,680.7,340.35
358,Home Product 358,Home,1005.38,603.23
359,Home Product 359,Home,1609.28,965.57
360,Books Product 360,Books,710.31,461.7
361,Apparel Product 361,Apparel,1974.51,1085.98
362,Home Product 362,Home,1907.97,1144.78
363,Home Product 363,Home,2561.56,1536.94
364,Beauty Product 364,Beauty,1201.48,600.74
365,Home Product 365,Home,2083.8,1250.28
366,Home Product 366,Home,869.31,521.59
367,Apparel Product 367,Apparel,486.92,267.81
368,Apparel Product 368,Apparel,1608.77,884.82
369,Electronics Product 369,Electronics,736.35,552.26
370,Beauty Product 370,Beauty,718.37,359.19
371,Apparel Product 371,Apparel,1162.03,639.12
372,Books Product 372,Books,301.88,196.22
373,Beauty Product 373,Beauty,816.97,408.49
374,Home Product 374,Home,1732.19,1039.31
375,Beauty Product 375,Beauty,215.42,107.71
376,Beauty Product 376,Beauty,696.61,348.31
377,Apparel Product 377,Apparel,1938.82,1066.35
378,Electronics Product 378,Electronics,938.14,703.61
379,Books Product 379,Books,564.33,366.81
380,Beauty Product 380,Beauty,993.63,496.81
381,Apparel Product 381,Apparel,935.95,514.77
382,Apparel Product 382,Apparel,1683.71,926.04
383,Apparel Product 383,Apparel,1446.95,795.82
384,Beauty Product 384,Beauty,799.44,399.72
385,Home Product 385,Home,2282.65,1369.59
386,Books Product 386,Books,650.82,423.03
387,Books Product 387,Books,369.31,240.05
388,Home Product 388,Home,1145.83,687.5
389,Electronics Product 389,Electronics,3527.61,2645.71
390,Electronics Product 390,Electronics,553.83,415.37
391,Electronics Product 391,Electronics,2863.69,2147.77
392,Beauty Product 392,Beauty,656.97,328.49
393,Apparel Product 393,Apparel,803.03,441.67
394,Electronics Product 394,Electronics,606.65,454.99
395,Electronics Product 395,Electronics,755.97,566.98
396,Books Product 396,Books,576.79,374.91
397,Home Product 397,Home,2866.32,1719.79
398,Electronics Product 398,Electronics,3686.34,2764.76
399,Electronics Product 399,Electronics,888.74,666.56
400,Books Product 400,Books,234.44,152.39
401,Books Product 401,Books,672.08,436.85
402,Home Product 402,Home,2719.2,1631.52
403,Home Product 403,Home,984.01,590.41
404,Beauty Product 404,Beauty,1058.62,529.31
405,Electronics Product 405,Electronics,3374.51,2530.88
406,Apparel Product 406,Apparel,1630.97,897.03
407,Apparel Product 407,Apparel,811.74,446.46
408,Electronics Product 408,Electronics,1747.79,1310.84
409,Electronics Product 409,Electronics,2222.6,1666.95
410,Apparel Product 410,Apparel,1993.53,1096.44
411,Apparel Product 411,Apparel,1928.97,1060.93
412,Apparel Product 412,Apparel,684.69,376.58
413,Electronics Product 413,Electronics,2712.75,2034.56
414,Home Product 414,Home,1947.82,1168.69
415,Home Product 415,Home,2042.8,1225.68
416,Electronics Product 416,Electronics,1147.43,860.57
417,Beauty Product 417,Beauty,483.9,241.95
418,Electronics Product 418,Electronics,4606.74,3455.05
419,Apparel Product 419,Apparel,565.26,310.89
420,Electronics Product 420,Electronics,816.86,612.64
421,Apparel Product 421,Apparel,1643.58,903.97
422,Electronics Product 422,Electronics,4534.31,3400.73
423,Home Product 423,Home,2062.74,1237.64
424,Electronics Product 424,Electronics,4698.02,3523.52
425,Beauty Product 425,Beauty,546.37,273.19
426,Apparel Product 426,Apparel,1847.39,1016.06
427,Books Product 427,Books,152.41,99.07
428,Beauty Product 428,Beauty,821.58,410.79
429,Beauty Product 429,Beauty,1297.26,648.63
430,Electronics Product 430,Electronics,2930.58,2197.93
431,Electronics Product 431,Electronics,2229.91,1672.43
432,Beauty Product 432,Beauty,357.56,178.78
433,Books Product 433,Books,757.78,492.56
434,Apparel Product 434,Apparel,933.5,513.43
435,Apparel Product 435,Apparel,1040.98,572.54
436,Electronics Product 436,Electronics,2144.1,1608.07
437,Apparel Product 437,Apparel,528.73,290.8
438,Beauty Product 438,Beauty,1188.59,594.29
439,Apparel Product 439,Apparel,1436.47,790.06
440,Home Product 440,Home,1797.08,1078.25
441,Beauty Product 441,Beauty,1058.95,529.48
442,Apparel Product 442,Apparel,1513.41,832.38
443,Electronics Product 443,Electronics,3337.78,2503.34
444,Apparel Product 444,Apparel,1178.41,648.13
445,Beauty Product 445,Beauty,1155.92,577.96
446,Home Product 446,Home,396.39,237.83
447,Electronics Product 447,Electronics,3738.83,2804.12
448,Books Product 448,Books,305.02,198.26
449,Beauty Product 449,Beauty,281.89,140.94
450,Books Product 450,Books,568.21,369.34
451,Beauty Product 451,Beauty,894.12,447.06
452,Beauty Product 452,Beauty,1456.55,728.27
453,Electronics Product 453,Electronics,666.69,500.02
454,Electronics Product 454,Electronics,2019.73,1514.8
455,Electronics Product 455,Electronics,2324.79,1743.59
456,Home Product 456,Home,2479.18,1487.51
457,Books Product 457,Books,447.94,291.16
458,Books Product 458,Books,246.82,160.43
459,Books Product 459,Books,301.44,195.94
460,Electronics Product 460,Electronics,665.95,499.46
461,Home Product 461,Home,1620.02,972.01
462,Electronics Product 462,Electronics,2620.49,1965.37
463,Books Product 463,Books,179.77,116.85
464,Home Product 464,Home,338.79,203.27
465,Electronics Product 465,Electronics,4570.98,3428.23
466,Electronics Product 466,Electronics,2552.83,1914.62
467,Home Product 467,Home,2555.45,1533.27
468,Electronics Product 468,Electronics,4180.1,3135.08
469,Electronics Product 469,Electronics,1013.81,760.36
470,Books Product 470,Books,669.46,435.15
471,Home Product 471,Home,470.4,282.24
472,Home Product 472,Home,1450.77,870.46
473,Beauty Product 473,Beauty,621.51,310.75
474,Books Product 474,Books,504.83,328.14
475,Apparel Product 475,Apparel,1738.28,956.05
476,Home Product 476,Home,2363.42,1418.05
477,Books Product 477,Books,262.74,170.78
478,Electronics Product 478,Electronics,1043.35,782.51
479,Home Product 479,Home,2345.39,1407.23
480,Home Product 480,Home,2180.0,1308.0
481,Books Product 481,Books,257.25,167.21
482,Home Product 482,Home,2799.32,1679.59
483,Electronics Product 483,Electronics,1100.17,825.13
484,Books Product 484,Books,394.49,256.42
485,Home Product 485,Home,342.2,205.32
486,Beauty Product 486,Beauty,304.94,152.47
487,Electronics Product 487,Electronics,1307.36,980.52
488,Electronics Product 488,Electronics,3680.34,2760.26
489,Books Product 489,Books,726.49,472.22
490,Beauty Product 490,Beauty,1101.55,550.77
491,Beauty Product 491,Beauty,1100.07,550.03
492,Home Product 492,Home,686.34,411.8
493,Apparel Product 493,Apparel,1236.94,680.32
494,Beauty Product 494,Beauty,511.03,255.51
495,Home Product 495,Home,1948.45,1169.07
496,Electronics Product 496,Electronics,3183.22,2387.41
497,Beauty Product 497,Beauty,995.66,497.83
498,Electronics Product 498,Electronics,3322.36,2491.77
499,Apparel Product 499,Apparel,956.57,526.11
500,Electronics Product 500,Electronics,3009.7,2257.27
501,Home Product 501,Home,617.27,370.36
502,Books Product 502,Books,784.91,510.19
503,Books Product 503,Books,385.24,250.41
504,Books Product 504,Books,479.9,311.94
505,Beauty Product 505,Beauty,1201.43,600.72
506,Home Product 506,Home,1046.35,627.81
507,Home Product 507,Home,604.23,362.54
508,Home Product 508,Home,2150.16,1290.1
509,Beauty Product 509,Beauty,846.77,423.38
510,Home Product 510,Home,2109.39,1265.63
511,Electronics Product 511,Electronics,743.12,557.34
512,Apparel Product 512,Apparel,856.1,470.86
513,Beauty Product 513,Beauty,526.8,263.4
514,Books Product 514,Books,673.35,437.68
515,Beauty Product 515,Beauty,256.31,128.16
516,Electronics Product 516,Electronics,4661.88,3496.41
517,Home Product 517,Home,726.72,436.03
518,Electronics Product 518,Electronics,2682.78,2012.09
519,Electronics Product 519,Electronics,818.87,614.15
520,Home Product 520,Home,2247.79,1348.67
521,Books Product 521,Books,526.85,342.45
522,Beauty Product 522,Beauty,458.38,229.19
523,Apparel Product 523,Apparel,768.1,422.46
524,Electronics Product 524,Electronics,1967.6,1475.7
525,Electronics Product 525,Electronics,1567.03,1175.27
526,Beauty Product 526,Beauty,1330.85,665.42
527,Beauty Product 527,Beauty,1358.77,679.38
528,Electronics Product 528,Electronics,2619.46,1964.6
529,Beauty Product 529,Beauty,270.64,135.32
530,Beauty Product 530,Beauty,388.42,194.21
531,Books Product 531,Books,445.74,289.73
532,Beauty Product 532,Beauty,685.53,342.76
533,Beauty Product 533,Beauty,1135.77,567.88
534,Apparel Product 534,Apparel,1960.89,1078.49
535,Home Product 535,Home,1206.91,724.15
536,Electronics Product 536,Electronics,3614.95,2711.21
537,Electronics Product 537,Electronics,1762.72,1322.04
538,Electronics Product 538,Electronics,4332.43,3249.32
539,Beauty Product 539,Beauty,743.69,371.85
540,Apparel Product 540,Apparel,751.77,413.47
541,Apparel Product 541,Apparel,1365.82,751.2
542,Books Product 542,Books,738.63,480.11
543,Books Product 543,Books,780.59,507.38
544,Home Product 544,Home,533.48,320.09
545,Books Product 545,Books,467.99,304.19
546,Home Product 546,Home,1897.27,1138.36
547,Beauty Product 547,Beauty,562.92,281.46
548,Beauty Product 548,Beauty,1157.03,578.51
549,Home Product 549,Home,969.14,581.48
550,Beauty Product 550,Beauty,953.31,476.65
551,Books Product 551,Books,765.06,497.29
552,Books Product 552,Books,733.86,477.01
553,Beauty Product 553,Beauty,1474.24,737.12
554,Electronics Product 554,Electronics,4960.73,3720.55
555,Books Product 555,Books,171.85,111.7
556,Books Product 556,Books,406.31,264.1
557,Electronics Product 557,Electronics,2535.99,1901.99
558,Home Product 558,Home,524.35,314.61
559,Electronics Product 559,Electronics,3619.22,2714.41
560,Beauty Product 560,Beauty,1434.91,717.46
561,Home Product 561,Home,1267.7,760.62
562,Home Product 562,Home,2048.63,1229.18
563,Electronics Product 563,Electronics,571.69,428.77
564,Apparel Product 564,Apparel,658.88,362.38
565,Beauty Product 565,Beauty,1315.3,657.65
566,Books Product 566,Books,165.87,107.82
567,Beauty Product 567,Beauty,802.89,401.44
568,Home Product 568,Home,2660.34,1596.2
569,Beauty Product 569,Beauty,440.43,220.22
570,Apparel Product 570,Apparel,1402.9,771.6
571,Electronics Product 571,Electronics,4371.72,3278.79
572,Electronics Product 572,Electronics,2231.96,1673.97
573,Apparel Product 573,Apparel,1249.47,687.21
574,Apparel Product 574,Apparel,1081.44,594.79
575,Apparel Product 575,Apparel,1516.89,834.29
576,Books Product 576,Books,502.58,326.68
577,Home Product 577,Home,2426.77,1456.06
578,Electronics Product 578,Electronics,3292.05,2469.04
579,Apparel Product 579,Apparel,1577.22,867.47
580,Electronics Product 580,Electronics,2816.31,2112.23
581,Apparel Product 581,Apparel,1820.76,1001.42
582,Electronics Product 582,Electronics,2223.3,1667.48
583,Beauty Product 583,Beauty,1004.87,502.44
584,Apparel Product 584,Apparel,986.29,542.46
585,Books Product 585,Books,608.17,395.31
586,Books Product 586,Books,611.07,397.2
587,Home Product 587,Home,673.7,404.22
588,Apparel Product 588,Apparel,781.81,430.0
589,Electronics Product 589,Electronics,3420.67,2565.5
590,Books Product 590,Books,716.24,465.56
591,Home Product 591,Home,2333.57,1400.14
592,Home Product 592,Home,1165.25,699.15
593,Apparel Product 593,Apparel,1205.71,663.14
594,Beauty Product 594,Beauty,560.29,280.14
595,Electronics Product 595,Electronics,2177.66,1633.24
596,Beauty Product 596,Beauty,832.09,416.05
597,Books Product 597,Books,689.21,447.99
598,Beauty Product 598,Beauty,1122.77,561.38
599,Books Product 599,Books,734.64,477.52
600,Beauty Product 600,Beauty,1007.24,503.62
601,Electronics Product 601,Electronics,1347.59,1010.69
602,Beauty Product 602,Beauty,313.5,156.75
